,Код,Наименование,Район,Улица,Дом,Широта,Долгота,text
6054,641.0,город Екатеринбург,Верх-Исетский район,Лесное кладбище,Секция 6,56.751448,60.452804,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Лесное кладбище
6056,641.0,город Екатеринбург,Верх-Исетский район,Лесное кладбище,Секция 6,56.751832,60.452949,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Лесное кладбище
6058,641.0,город Екатеринбург,Верх-Исетский район,Лесное кладбище,Секция 8,56.751635,60.45109,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Лесное кладбище
6060,641.0,город Екатеринбург,Верх-Исетский район,Лесное кладбище,Секция 17,56.751481,60.45187,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Лесное кладбище
6062,641.0,город Екатеринбург,Верх-Исетский район,Лесное кладбище,Секция 199,56.751573,60.450035,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Лесное кладбище
6064,641.0,город Екатеринбург,Верх-Исетский район,Лесное кладбище,Секция 27,56.751196,60.45006,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Лесное кладбище
6066,641.0,город Екатеринбург,Верх-Исетский район,Лесное кладбище,Секция 26,56.751034,60.451718,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Лесное кладбище
6068,641.0,город Екатеринбург,Верх-Исетский район,Лесное кладбище,Секция 25,56.750946,60.452584,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Лесное кладбище
6070,641.0,город Екатеринбург,Верх-Исетский район,Лесное кладбище,Секция 14,56.750899,60.453705,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Лесное кладбище
6072,641.0,город Екатеринбург,Верх-Исетский район,Лесное кладбище,Секция 12,56.750663,60.456667,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Лесное кладбище
6074,641.0,город Екатеринбург,Верх-Исетский район,Лесное кладбище,Секция 21,56.75053,60.456624,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Лесное кладбище
6076,641.0,город Екатеринбург,Верх-Исетский район,Лесное кладбище,Секция 22,56.750713,60.45481,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Лесное кладбище
6078,641.0,город Екатеринбург,Верх-Исетский район,Лесное кладбище,Секция 32,56.750321,60.453496,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Лесное кладбище
6080,641.0,город Екатеринбург,Верх-Исетский район,Лесное кладбище,Секция 33,56.750433,60.452541,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Лесное кладбище
6082,641.0,город Екатеринбург,Верх-Исетский район,Лесное кладбище,Секция 41,56.749373,60.45311,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Лесное кладбище
6084,641.0,город Екатеринбург,Верх-Исетский район,Лесное кладбище,Секция 51,56.749343,60.452314,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Лесное кладбище
6086,641.0,город Екатеринбург,Верх-Исетский район,Лесное кладбище,Секция 52,56.749479,60.451346,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Лесное кладбище
6088,641.0,город Екатеринбург,Верх-Исетский район,Лесное кладбище,Секция 53,56.749559,60.450576,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Лесное кладбище
6090,641.0,город Екатеринбург,Верх-Исетский район,Лесное кладбище,Секция 172,56.749817,60.449398,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Лесное кладбище
6092,641.0,город Екатеринбург,Верх-Исетский район,Опалихинская,15,56.848462,60.563604,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Опалихинская
6093,641.0,город Екатеринбург,Верх-Исетский район,Волгоградская,201,56.815016,60.544228,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Волгоградская
6094,641.0,город Екатеринбург,Верх-Исетский район,Викулова,100,56.822466,60.536807,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Викулова
6095,641.0,город Екатеринбург,Верх-Исетский район,"Московский тракт, 8-й километр",4,56.816986,60.518041,"город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Московский тракт, 8-й километр"
6096,641.0,город Екатеринбург,Верх-Исетский район,Коперника,3,56.823408,60.532005,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Коперника
6097,641.0,город Екатеринбург,Верх-Исетский район,Линейная,30,56.820296,60.530829,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Линейная
6098,641.0,город Екатеринбург,Верх-Исетский район,Викулова,124,56.820603,60.531282,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Викулова
6099,641.0,город Екатеринбург,Верх-Исетский район,Линейная,18,56.821425,60.530051,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Линейная
6101,641.0,город Екатеринбург,Верх-Исетский район,Линейная,6,56.822217,60.529009,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Линейная
6102,641.0,город Екатеринбург,Верх-Исетский район,Танкистов,153,56.823453,60.52792,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Танкистов
6103,641.0,город Екатеринбург,Верх-Исетский район,Краснокамская,39,56.822993,60.529021,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Краснокамская
6104,641.0,город Екатеринбург,Верх-Исетский район,Краснокамская,76,56.822725,60.527692,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Краснокамская
6105,641.0,город Екатеринбург,Верх-Исетский район,Краснокамская,92,56.821792,60.524885,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Краснокамская
6106,641.0,город Екатеринбург,Верх-Исетский район,Краснокамская,96,56.82155,60.524181,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Краснокамская
6107,641.0,город Екатеринбург,Верх-Исетский район,Грязнова,43,56.821194,60.526155,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Грязнова
6108,641.0,город Екатеринбург,Верх-Исетский район,Краснокамская,45,56.82266,60.527947,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Краснокамская
6109,641.0,город Екатеринбург,Верх-Исетский район,Торфорезов,120,56.824606,60.532482,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Торфорезов
6110,641.0,город Екатеринбург,Верх-Исетский район,Чусовской тракт,,56.821061,60.496901,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Чусовской тракт
6111,641.0,город Екатеринбург,Верх-Исетский район,Евгения Савкова,53,56.786518,60.479333,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Евгения Савкова
6112,641.0,город Екатеринбург,Верх-Исетский район,"Парк ""им. Лесоводов России""",,56.805652,60.676143,"город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Парк ""им. Лесоводов России"""
6113,641.0,город Екатеринбург,Верх-Исетский район,Котельникова,5а,56.825556,60.545546,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Котельникова
6114,641.0,город Екатеринбург,Верх-Исетский район,Черепанова,8,56.855252,60.558657,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Черепанова
6115,641.0,город Екатеринбург,Верх-Исетский район,Опалихинская,42,56.854736,60.557274,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Опалихинская
6116,641.0,город Екатеринбург,Верх-Исетский район,Опалихинская,46,56.854444,60.556389,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Опалихинская
6117,641.0,город Екатеринбург,Верх-Исетский район,Бебеля,132,56.854395,60.554557,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Бебеля
6118,641.0,город Екатеринбург,Верх-Исетский район,Белореченская,18А,56.819845,60.566059,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Белореченская
6119,641.0,город Екатеринбург,Верх-Исетский район,Радищева,63,56.826793,60.578618,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Радищева
6120,641.0,город Екатеринбург,Верх-Исетский район,Радищева,55,56.827295,60.58117,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Радищева
6121,641.0,город Екатеринбург,Верх-Исетский район,Ручейная,,56.7906,60.479345,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Ручейная
6122,641.0,город Екатеринбург,Верх-Исетский район,"Снт ""Рябинушка""",,56.765254,60.348809,"город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Снт ""Рябинушка"""
6124,641.0,город Екатеринбург,Верх-Исетский район,Черепанова,7,56.857552,60.556751,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Черепанова
6125,641.0,город Екатеринбург,Верх-Исетский район,Павла Шаманова,44,56.79256,60.514703,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Павла Шаманова
6127,641.0,город Екатеринбург,Верх-Исетский район,Павла Шаманова,42,56.792456,60.514073,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Павла Шаманова
6129,641.0,город Екатеринбург,Верх-Исетский район,Павла Шаманова,42,56.792198,60.514438,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Павла Шаманова
6131,641.0,город Екатеринбург,Верх-Исетский район,Павла Шаманова,48,56.792223,60.511687,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Павла Шаманова
6133,641.0,город Екатеринбург,Верх-Исетский район,Бебеля,29А,56.848322,60.558669,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Бебеля
6135,641.0,город Екатеринбург,Верх-Исетский район,Бебеля,31к1,56.848807,60.558116,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Бебеля
6137,641.0,город Екатеринбург,Верх-Исетский район,Бебеля,33,56.849817,60.557335,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Бебеля
6138,641.0,город Екатеринбург,Верх-Исетский район,Бебеля,35,56.849796,60.556416,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Бебеля
6139,641.0,город Екатеринбург,Верх-Исетский район,Бебеля,37,56.850908,60.555726,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Бебеля
6140,641.0,город Екатеринбург,Верх-Исетский район,Халтурина,44А,56.85193,60.555393,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Халтурина
6141,641.0,город Екатеринбург,Верх-Исетский район,Халтурина,44А,56.851603,60.554859,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Халтурина
6142,641.0,город Екатеринбург,Верх-Исетский район,Бебеля,122А,56.851674,60.559564,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Бебеля
6143,641.0,город Екатеринбург,Верх-Исетский район,Опалихинская,25,56.852762,60.561974,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Опалихинская
6145,641.0,город Екатеринбург,Верх-Исетский район,Бебеля,122Б,56.851919,60.561694,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Бебеля
6146,641.0,город Екатеринбург,Верх-Исетский район,Опалихинская,17,56.849462,60.563311,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Опалихинская
6147,641.0,город Екатеринбург,Верх-Исетский район,Опалихинская,16,56.849942,60.565264,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Опалихинская
6148,641.0,город Екатеринбург,Верх-Исетский район,Опалихинская,20А,56.851899,60.565439,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Опалихинская
6149,641.0,город Екатеринбург,Верх-Исетский район,Опалихинская,26,56.852687,60.564901,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Опалихинская
6150,641.0,город Екатеринбург,Верх-Исетский район,Черепанова,18,56.855683,60.564597,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Черепанова
6151,641.0,город Екатеринбург,Верх-Исетский район,Черепанова,28,56.857332,60.567674,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Черепанова
6152,641.0,город Екатеринбург,Верх-Исетский район,Колмогорова,60А,56.849109,60.574949,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Колмогорова
6153,641.0,город Екатеринбург,Верх-Исетский район,Колмогорова,66,56.849032,60.575585,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Колмогорова
6155,641.0,город Екатеринбург,Верх-Исетский район,Готвальда,6к4,56.851368,60.570214,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Готвальда
6156,641.0,город Екатеринбург,Верх-Исетский район,Готвальда,6А,56.849574,60.569797,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Готвальда
6157,641.0,город Екатеринбург,Верх-Исетский район,Колмогорова,67,56.849902,60.570211,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Колмогорова
6158,641.0,город Екатеринбург,Верх-Исетский район,Литейщиков,32,56.843554,60.56514,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Литейщиков
6159,641.0,город Екатеринбург,Верх-Исетский район,Полежаевой,29,56.845541,60.563587,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Полежаевой
6160,641.0,город Екатеринбург,Верх-Исетский район,Плеханова,19А,56.846724,60.563193,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Плеханова
6161,641.0,город Екатеринбург,Верх-Исетский район,Бебеля,16,56.846286,60.561807,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Бебеля
6162,641.0,город Екатеринбург,Верх-Исетский район,Белореченская,20,56.820474,60.566098,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Белореченская
6163,641.0,город Екатеринбург,Верх-Исетский район,Шаумяна,107,56.816772,60.557618,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Шаумяна
6165,641.0,город Екатеринбург,Верх-Исетский район,Заводская,77,56.823388,60.552965,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Заводская
6166,641.0,город Екатеринбург,Верх-Исетский район,Заводская,75,56.823525,60.553001,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Заводская
6167,641.0,город Екатеринбург,Верх-Исетский район,Начдива Васильева,25к1,56.822366,60.549028,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Начдива Васильева
6168,641.0,город Екатеринбург,Верх-Исетский район,Заводская,92А,56.823716,60.550832,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Заводская
6169,641.0,город Екатеринбург,Верх-Исетский район,Репина,103,56.819899,60.540065,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Репина
6170,641.0,город Екатеринбург,Верх-Исетский район,Павла шаманова,54,56.793717,60.509955,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Павла шаманова
6171,641.0,город Екатеринбург,Верх-Исетский район,Павла Шаманова,52,56.793299,60.509222,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Павла Шаманова
6173,641.0,город Екатеринбург,Верх-Исетский район,Репина,109,56.819214,60.537289,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Репина
6174,641.0,город Екатеринбург,Верх-Исетский район,Павла Шаманова,56,56.793813,60.508323,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Павла Шаманова
6176,641.0,город Екатеринбург,Верх-Исетский район,Павла Шаманова,60,56.794166,60.507683,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Павла Шаманова
6178,641.0,город Екатеринбург,Верх-Исетский район,Рябинина,31,56.79462,60.507982,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Рябинина
6180,641.0,город Екатеринбург,Верх-Исетский район,Рябинина,31,56.79461,60.508418,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Рябинина
6181,641.0,город Екатеринбург,Верх-Исетский район,Викулова,65А,56.820925,60.539204,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Викулова
6182,641.0,город Екатеринбург,Верх-Исетский район,Рябинина,31,56.79465,60.508752,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Рябинина
6183,641.0,город Екатеринбург,Верх-Исетский район,Репина,103,56.820581,60.540249,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Репина
6184,641.0,город Екатеринбург,Верх-Исетский район,Рябинина,29,56.795041,60.509417,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Рябинина
6186,641.0,город Екатеринбург,Верх-Исетский район,Рябинина,29,56.795569,60.509521,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Рябинина
6187,641.0,город Екатеринбург,Верх-Исетский район,Рябинина,25,56.795497,60.51141,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Рябинина
6188,641.0,город Екатеринбург,Верх-Исетский район,Рябинина,27,56.795147,60.510921,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Рябинина
6189,641.0,город Екатеринбург,Верх-Исетский район,Рябинина,21,56.796036,60.510977,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Рябинина
6191,641.0,город Екатеринбург,Верх-Исетский район,Рябинина,21,56.796407,60.511309,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Рябинина
6192,641.0,город Екатеринбург,Верх-Исетский район,Викулова,57А,56.823081,60.543562,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Викулова
6193,641.0,город Екатеринбург,Верх-Исетский район,Репина,95,56.821949,60.544109,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Репина
6194,641.0,город Екатеринбург,Верх-Исетский район,Рябинина,21,56.796223,60.511835,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Рябинина
6195,641.0,город Екатеринбург,Верх-Исетский район,Краснолесья,155,56.795165,60.512986,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Краснолесья
6196,641.0,город Екатеринбург,Верх-Исетский район,Репина,68,56.820364,60.546386,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Репина
6198,641.0,город Екатеринбург,Верх-Исетский район,Краснолесья,155,56.79496,60.51277,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Краснолесья
6200,641.0,город Екатеринбург,Верх-Исетский район,Ухтомская,3,56.821125,60.551463,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Ухтомская
6201,641.0,город Екатеринбург,Верх-Исетский район,Краснолесья,157,56.79526,60.513642,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Краснолесья
6203,641.0,город Екатеринбург,Верх-Исетский район,Краснолесья,157,56.795443,60.513323,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Краснолесья
6205,641.0,город Екатеринбург,Верх-Исетский район,Полтавская,6,56.821123,60.550583,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Полтавская
6206,641.0,город Екатеринбург,Верх-Исетский район,Краснолесья,165,56.796452,60.51312,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Краснолесья
6208,641.0,город Екатеринбург,Верх-Исетский район,Рябинина,19,56.796936,60.512499,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Рябинина
6210,641.0,город Екатеринбург,Верх-Исетский район,Колмогорова,73к4,56.851559,60.573609,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Колмогорова
6212,641.0,город Екатеринбург,Верх-Исетский район,Ленинградская,16,56.819486,60.544998,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Ленинградская
6213,641.0,город Екатеринбург,Верх-Исетский район,Краснолесья,163,56.796895,60.513904,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Краснолесья
6215,641.0,город Екатеринбург,Верх-Исетский район,Ленинградская,16,56.819187,60.545531,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Ленинградская
6216,641.0,город Екатеринбург,Верх-Исетский район,Колмогорова,60,56.84998,60.573484,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Колмогорова
6218,641.0,город Екатеринбург,Верх-Исетский район,Рябинина,19,56.797196,60.51335,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Рябинина
6220,641.0,город Екатеринбург,Верх-Исетский район,Посадская,21,56.82453,60.568564,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Посадская
6221,641.0,город Екатеринбург,Верх-Исетский район,Гурзуфская,45,56.824508,60.571176,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Гурзуфская
6222,641.0,город Екатеринбург,Верх-Исетский район,Черкасская,12,56.821326,60.554278,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Черкасская
6223,641.0,город Екатеринбург,Верх-Исетский район,Начдива Васильева,8,56.821129,60.554176,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Начдива Васильева
6224,641.0,город Екатеринбург,Верх-Исетский район,"Пос. Палкинский Торфяник, ст. Перегон",,56.860019,60.370016,"город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Пос. Палкинский Торфяник, ст. Перегон"
6226,641.0,город Екатеринбург,Верх-Исетский район,Малышева,4б,56.830985,60.582811,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Малышева
6227,641.0,город Екатеринбург,Верх-Исетский район,Пальмиро Тольятти,8А,56.823664,60.584408,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Пальмиро Тольятти
6228,641.0,город Екатеринбург,Верх-Исетский район,Пальмиро Тольятти,8А,56.823779,60.584263,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Пальмиро Тольятти
6229,641.0,город Екатеринбург,Верх-Исетский район,Вильгельма де Геннина,38,56.792115,60.516465,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Вильгельма де Геннина
6230,641.0,город Екатеринбург,Верх-Исетский район,Павла Шаманова,40,56.791916,60.513255,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Павла Шаманова
6232,641.0,город Екатеринбург,Верх-Исетский район,Павла Шаманова,38,56.791576,60.512656,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Павла Шаманова
6233,641.0,город Екатеринбург,Верх-Исетский район,Павла Шаманова,36,56.790936,60.513488,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Павла Шаманова
6234,641.0,город Екатеринбург,Верх-Исетский район,Вильгельма де Геннина,42,56.790402,60.514556,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Вильгельма де Геннина
6236,641.0,город Екатеринбург,Верх-Исетский район,Вильгельма де Геннина,42,56.79082,60.515368,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Вильгельма де Геннина
6238,641.0,город Екатеринбург,Верх-Исетский район,Вильгельма де Геннина,40,56.791199,60.516189,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Вильгельма де Геннина
6240,641.0,город Екатеринбург,Верх-Исетский район,Вельгема де генина,40,56.791723,60.516965,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Вельгема де генина
6242,641.0,город Екатеринбург,Верх-Исетский район,Краснолесья,149,56.79601,60.515708,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Краснолесья
6244,641.0,город Екатеринбург,Верх-Исетский район,Краснолесья,161,56.796268,60.514873,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Краснолесья
6246,641.0,город Екатеринбург,Верх-Исетский район,Краснолесья,159,56.795869,60.514123,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Краснолесья
6248,641.0,город Екатеринбург,Верх-Исетский район,Краснолесья,151,56.795338,60.514938,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Краснолесья
6250,641.0,город Екатеринбург,Верх-Исетский район,Краснолесья,147,56.794828,60.5171,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Краснолесья
6252,641.0,город Екатеринбург,Верх-Исетский район,Краснолесья,147,56.794823,60.517671,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Краснолесья
6254,641.0,город Екатеринбург,Верх-Исетский район,Краснолесья,135,56.794548,60.518152,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Краснолесья
6255,641.0,город Екатеринбург,Верх-Исетский район,Краснолесья,137,56.794009,60.517782,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Краснолесья
6256,641.0,город Екатеринбург,Верх-Исетский район,Краснолесья,137,56.794173,60.517321,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Краснолесья
6258,641.0,город Екатеринбург,Верх-Исетский район,Краснолесья,145,56.794662,60.516517,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Краснолесья
6260,641.0,город Екатеринбург,Верх-Исетский район,Вильгельма де Геннина,34,56.792266,60.517649,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Вильгельма де Геннина
6262,641.0,город Екатеринбург,Верх-Исетский район,Вильгельма де Геннина,34,56.792549,60.518669,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Вильгельма де Геннина
6263,641.0,город Екатеринбург,Верх-Исетский район,Краснолесья,139,56.793769,60.516564,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Краснолесья
6265,641.0,город Екатеринбург,Верх-Исетский район,Краснолесья,141,56.793096,60.516089,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Краснолесья
6267,641.0,город Екатеринбург,Верх-Исетский район,Краснолесья,141,56.793513,60.516126,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Краснолесья
6268,641.0,город Екатеринбург,Верх-Исетский район,Крылова,2б,56.841703,60.56987,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Крылова
6269,641.0,город Екатеринбург,Верх-Исетский район,"СНТ ""Приозерный, п-ов Малый Конный",,56.839625,60.51932,"город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: СНТ ""Приозерный, п-ов Малый Конный"
6270,641.0,город Екатеринбург,Верх-Исетский район,Посадская,28А,56.819244,60.570719,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Посадская
6271,641.0,город Екатеринбург,Верх-Исетский район,Посадская,26,56.821406,60.571609,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Посадская
6272,641.0,город Екатеринбург,Верх-Исетский район,Посадская,24,56.821541,60.571654,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Посадская
6273,641.0,город Екатеринбург,Верх-Исетский район,Ясная,16,56.817407,60.575883,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Ясная
6274,641.0,город Екатеринбург,Верх-Исетский район,Ясная,18,56.817644,60.575651,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Ясная
6275,641.0,город Екатеринбург,Верх-Исетский район,Ясная,20Д,56.817675,60.57564,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Ясная
6276,641.0,город Екатеринбург,Верх-Исетский район,Посадская,48А,56.817345,60.581215,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Посадская
6278,641.0,город Екатеринбург,Верх-Исетский район,Северный переулок,"5 ""а""",56.842295,60.577654,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Северный переулок
6279,641.0,город Екатеринбург,Верх-Исетский район,Посадская,85,56.817711,60.587805,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Посадская
6280,641.0,город Екатеринбург,Верх-Исетский район,Фурманова,124,56.814205,60.588797,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Фурманова
6281,641.0,город Екатеринбург,Верх-Исетский район,Краснолесья,133,56.793571,60.518364,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Краснолесья
6283,641.0,город Екатеринбург,Верх-Исетский район,Мельникова,19,56.835836,60.569173,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Мельникова
6284,641.0,город Екатеринбург,Верх-Исетский район,Татищева,47А,56.834046,60.568656,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Татищева
6285,641.0,город Екатеринбург,Верх-Исетский район,Крылова,33а,56.830996,60.570353,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Крылова
