,Код,Наименование,Район,Улица,Дом,Широта,Долгота,text
7315,641.0,город Екатеринбург,Кировский район,Яхонтовая,1,56.886147,60.729841,город Екатеринбург<br>Район: Кировский район<br>Улица: Яхонтовая
7316,641.0,город Екатеринбург,Кировский район,Царская,10,56.84436,60.608821,город Екатеринбург<br>Район: Кировский район<br>Улица: Царская
7317,641.0,город Екатеринбург,Кировский район,Клары Цеткин,11,56.844714,60.612654,город Екатеринбург<br>Район: Кировский район<br>Улица: Клары Цеткин
7318,641.0,город Екатеринбург,Кировский район,Июльская,20,56.859852,60.643126,город Екатеринбург<br>Район: Кировский район<br>Улица: Июльская
7319,641.0,город Екатеринбург,Кировский район,Отдыха,82,56.861115,60.683136,город Екатеринбург<br>Район: Кировский район<br>Улица: Отдыха
7320,641.0,город Екатеринбург,Кировский район,Отдыха,93,56.852233,60.677524,город Екатеринбург<br>Район: Кировский район<br>Улица: Отдыха
7321,641.0,город Екатеринбург,Кировский район,Пушкина,22,56.840107,60.608095,город Екатеринбург<br>Район: Кировский район<br>Улица: Пушкина
7322,641.0,город Екатеринбург,Кировский район,Сыромолотова,24 А,56.833995,60.686012,город Екатеринбург<br>Район: Кировский район<br>Улица: Сыромолотова
7323,641.0,город Екатеринбург,Кировский район,Мира,22,56.846756,60.648172,город Екатеринбург<br>Район: Кировский район<br>Улица: Мира
7324,641.0,город Екатеринбург,Кировский район,Рассветная,9,56.838459,60.687031,город Екатеринбург<br>Район: Кировский район<br>Улица: Рассветная
7325,641.0,город Екатеринбург,Кировский район,Раевского,9/1,56.856336,60.666098,город Екатеринбург<br>Район: Кировский район<br>Улица: Раевского
7326,641.0,город Екатеринбург,Кировский район,Первомайская,106,56.846805,60.658328,город Екатеринбург<br>Район: Кировский район<br>Улица: Первомайская
7327,641.0,город Екатеринбург,Кировский район,Гагарина,6 А,56.847666,60.642926,город Екатеринбург<br>Район: Кировский район<br>Улица: Гагарина
7328,641.0,город Екатеринбург,Кировский район,Боровая,19,56.861618,60.647121,город Екатеринбург<br>Район: Кировский район<br>Улица: Боровая
7329,641.0,город Екатеринбург,Кировский район,Вилонова,33 А,56.869691,60.638715,город Екатеринбург<br>Район: Кировский район<br>Улица: Вилонова
7330,641.0,город Екатеринбург,Кировский район,Блюхера,88 А,56.856301,60.650089,город Екатеринбург<br>Район: Кировский район<br>Улица: Блюхера
7331,641.0,город Екатеринбург,Кировский район,Карла Либкнехта,23 А,56.841016,60.61006,город Екатеринбург<br>Район: Кировский район<br>Улица: Карла Либкнехта
7333,641.0,город Екатеринбург,Кировский район,Клары Цеткин,1,56.843842,60.605187,город Екатеринбург<br>Район: Кировский район<br>Улица: Клары Цеткин
7334,641.0,город Екатеринбург,Кировский район,Горького,21,56.839774,60.606456,город Екатеринбург<br>Район: Кировский район<br>Улица: Горького
7335,641.0,город Екатеринбург,Кировский район,Блюхера,4,56.845608,60.63409,город Екатеринбург<br>Район: Кировский район<br>Улица: Блюхера
7336,641.0,город Екатеринбург,Кировский район,Переулок Автоматики,3,56.849209,60.663714,город Екатеринбург<br>Район: Кировский район<br>Улица: Переулок Автоматики
7337,641.0,город Екатеринбург,Кировский район,Ленина Проспект,39,56.83941,60.608447,город Екатеринбург<br>Район: Кировский район<br>Улица: Ленина Проспект
7338,641.0,город Екатеринбург,Кировский район,Софьи Ковалевской,4А,56.843888,60.657051,город Екатеринбург<br>Район: Кировский район<br>Улица: Софьи Ковалевской
7339,641.0,город Екатеринбург,Кировский район,Академическая,20,56.851187,60.654365,город Екатеринбург<br>Район: Кировский район<br>Улица: Академическая
7340,641.0,город Екатеринбург,Кировский район,Мамина Сибиряка,58,56.843233,60.616015,город Екатеринбург<br>Район: Кировский район<br>Улица: Мамина Сибиряка
7341,641.0,город Екатеринбург,Кировский район,Софьи Ковалевской,20,56.850816,60.653844,город Екатеринбург<br>Район: Кировский район<br>Улица: Софьи Ковалевской
7342,641.0,город Екатеринбург,Кировский район,Малышева,109а,56.840006,60.642311,город Екатеринбург<br>Район: Кировский район<br>Улица: Малышева
7343,641.0,город Екатеринбург,Кировский район,Сулимова,21,56.860855,60.647718,город Екатеринбург<br>Район: Кировский район<br>Улица: Сулимова
7345,641.0,город Екатеринбург,Кировский район,Комвузовская,9,56.854989,60.664647,город Екатеринбург<br>Район: Кировский район<br>Улица: Комвузовская
7346,641.0,город Екатеринбург,Кировский район,Первомайская-Восточная,,56.84231,60.632814,город Екатеринбург<br>Район: Кировский район<br>Улица: Первомайская-Восточная
7350,641.0,город Екатеринбург,Кировский район,Пионеров,12/4,56.855068,60.628565,город Екатеринбург<br>Район: Кировский район<br>Улица: Пионеров
7351,641.0,город Екатеринбург,Кировский район,Отдыха,1а,56.870974,60.688519,город Екатеринбург<br>Район: Кировский район<br>Улица: Отдыха
7352,641.0,город Екатеринбург,Кировский район,"Центральная, Егоршинский Подход",1,56.85177,60.672148,"город Екатеринбург<br>Район: Кировский район<br>Улица: Центральная, Егоршинский Подход"
7353,641.0,город Екатеринбург,Кировский район,Сиреневый бульвар,12,56.83028,60.681108,город Екатеринбург<br>Район: Кировский район<br>Улица: Сиреневый бульвар
7355,641.0,город Екатеринбург,Кировский район,Советская,25,56.854006,60.634607,город Екатеринбург<br>Район: Кировский район<br>Улица: Советская
7357,641.0,город Екатеринбург,Кировский район,Софьи Ковалевской,16,56.8475,60.6548,город Екатеринбург<br>Район: Кировский район<br>Улица: Софьи Ковалевской
7359,641.0,город Екатеринбург,Кировский район,Краснодарская,17,56.877197,60.677943,город Екатеринбург<br>Район: Кировский район<br>Улица: Краснодарская
7360,641.0,город Екатеринбург,Кировский район,Первомайская,15,56.843094,60.614836,город Екатеринбург<br>Район: Кировский район<br>Улица: Первомайская
7362,641.0,город Екатеринбург,Кировский район,Малышева,123,56.840954,60.653023,город Екатеринбург<br>Район: Кировский район<br>Улица: Малышева
7364,641.0,город Екатеринбург,Кировский район,Комсомольская,50,56.504467,60.392445,город Екатеринбург<br>Район: Кировский район<br>Улица: Комсомольская
7368,641.0,город Екатеринбург,Кировский район,Переулок Асбестовский,4,56.847435,60.632544,город Екатеринбург<br>Район: Кировский район<br>Улица: Переулок Асбестовский
7370,641.0,город Екатеринбург,Кировский район,Блюхера,53а,56.85615,60.647388,город Екатеринбург<br>Район: Кировский район<br>Улица: Блюхера
7372,641.0,город Екатеринбург,Кировский район,Сулимова,26,56.862076,60.644371,город Екатеринбург<br>Район: Кировский район<br>Улица: Сулимова
7380,641.0,город Екатеринбург,Кировский район,Блюхера,11,56.847233,60.633756,город Екатеринбург<br>Район: Кировский район<br>Улица: Блюхера
7382,641.0,город Екатеринбург,Кировский район,Переулок Автоматики,6,56.850101,60.665011,город Екатеринбург<br>Район: Кировский район<br>Улица: Переулок Автоматики
7384,641.0,город Екатеринбург,Кировский район,Малышева,109а,56.840248,60.642841,город Екатеринбург<br>Район: Кировский район<br>Улица: Малышева
7385,641.0,город Екатеринбург,Кировский район,Луначарского,130,56.841031,60.618641,город Екатеринбург<br>Район: Кировский район<br>Улица: Луначарского
7386,641.0,город Екатеринбург,Кировский район,Гагарина,20а,56.840991,60.644667,город Екатеринбург<br>Район: Кировский район<br>Улица: Гагарина
7389,641.0,город Екатеринбург,Кировский район,Вилонова,33,56.867733,60.637618,город Екатеринбург<br>Район: Кировский район<br>Улица: Вилонова
7390,641.0,город Екатеринбург,Кировский район,Блюхера,91,56.863417,60.664872,город Екатеринбург<br>Район: Кировский район<br>Улица: Блюхера
7391,641.0,город Екатеринбург,Кировский район,Трудовая,22,56.887576,60.731737,город Екатеринбург<br>Район: Кировский район<br>Улица: Трудовая
7392,641.0,город Екатеринбург,Кировский район,Трудовая,31,56.887653,60.731775,город Екатеринбург<br>Район: Кировский район<br>Улица: Трудовая
7393,641.0,город Екатеринбург,Кировский район,Комсомольская,69-Б,56.835919,60.662403,город Екатеринбург<br>Район: Кировский район<br>Улица: Комсомольская
7394,641.0,город Екатеринбург,Кировский район,Дублер Сибирского тракта (развязка у концерна Калина),,56.829953,60.676911,город Екатеринбург<br>Район: Кировский район<br>Улица: Дублер Сибирского тракта (развязка у концерна Калина)
7395,641.0,город Екатеринбург,Кировский район,Владимира Высоцкого,49,56.844567,60.701028,город Екатеринбург<br>Район: Кировский район<br>Улица: Владимира Высоцкого
7396,641.0,город Екатеринбург,Кировский район,Территория Ново-Свердловской ТЭЦ,,56.841199,60.864328,город Екатеринбург<br>Район: Кировский район<br>Улица: Территория Ново-Свердловской ТЭЦ
7397,641.0,город Екатеринбург,Кировский район,Флотская,52,56.848896,60.632868,город Екатеринбург<br>Район: Кировский район<br>Улица: Флотская
7398,641.0,город Екатеринбург,Кировский район,Клары Цеткин,11,56.844795,60.613512,город Екатеринбург<br>Район: Кировский район<br>Улица: Клары Цеткин
7400,641.0,город Екатеринбург,Кировский район,Студенческая,1д,56.855762,60.663108,город Екатеринбург<br>Район: Кировский район<br>Улица: Студенческая
7401,641.0,город Екатеринбург,Кировский район,Новосвердловская ТЭЦ промзона,1,56.842322,60.856149,город Екатеринбург<br>Район: Кировский район<br>Улица: Новосвердловская ТЭЦ промзона
7402,641.0,город Екатеринбург,Кировский район,Блюхера,99,56.865704,60.667761,город Екатеринбург<br>Район: Кировский район<br>Улица: Блюхера
7403,641.0,город Екатеринбург,Кировский район,Комсомольская,9,56.855202,60.655905,город Екатеринбург<br>Район: Кировский район<br>Улица: Комсомольская
7405,641.0,город Екатеринбург,Кировский район,Кулибина,2,56.855547,60.656584,город Екатеринбург<br>Район: Кировский район<br>Улица: Кулибина
7418,641.0,город Екатеринбург,Кировский район,Проезжая,173а,56.885148,60.696711,город Екатеринбург<br>Район: Кировский район<br>Улица: Проезжая
7420,641.0,город Екатеринбург,Кировский район,Мурзинская,1б,56.90914,60.716634,город Екатеринбург<br>Район: Кировский район<br>Улица: Мурзинская
7422,641.0,город Екатеринбург,Кировский район,Краснодарская,34,56.876364,60.682882,город Екатеринбург<br>Район: Кировский район<br>Улица: Краснодарская
7424,641.0,город Екатеринбург,Кировский район,Изоплитная,23а,56.86559,60.731197,город Екатеринбург<br>Район: Кировский район<br>Улица: Изоплитная
7426,641.0,город Екатеринбург,Кировский район,Владимира Высоцкого,102,56.834112,60.733919,город Екатеринбург<br>Район: Кировский район<br>Улица: Владимира Высоцкого
7427,641.0,город Екатеринбург,Кировский район,Боровая,25,56.86417,60.645382,город Екатеринбург<br>Район: Кировский район<br>Улица: Боровая
7428,641.0,город Екатеринбург,Кировский район,Сулимова,26,56.861986,60.64494,город Екатеринбург<br>Район: Кировский район<br>Улица: Сулимова
7430,641.0,город Екатеринбург,Кировский район,Первомайская,77,56.846034,60.643116,город Екатеринбург<br>Район: Кировский район<br>Улица: Первомайская
7431,641.0,город Екатеринбург,Кировский район,Боровая,19,56.861742,60.646388,город Екатеринбург<br>Район: Кировский район<br>Улица: Боровая
7433,641.0,город Екатеринбург,Кировский район,Сиреневый бульвар,9,56.832564,60.686429,город Екатеринбург<br>Район: Кировский район<br>Улица: Сиреневый бульвар
7435,641.0,город Екатеринбург,Кировский район,Комсомольская,37,56.846553,60.658021,город Екатеринбург<br>Район: Кировский район<br>Улица: Комсомольская
7436,641.0,город Екатеринбург,Кировский район,Комсомольская,37,56.846553,60.658221,город Екатеринбург<br>Район: Кировский район<br>Улица: Комсомольская
7438,641.0,город Екатеринбург,Кировский район,Проезжая,92,56.873669,60.689256,город Екатеринбург<br>Район: Кировский район<br>Улица: Проезжая
7439,641.0,город Екатеринбург,Кировский район,Мичурина,56,56.503341,60.373899,город Екатеринбург<br>Район: Кировский район<br>Улица: Мичурина
7441,641.0,город Екатеринбург,Кировский район,Малышева,131,56.841747,60.660384,город Екатеринбург<br>Район: Кировский район<br>Улица: Малышева
7442,641.0,город Екатеринбург,Кировский район,Кузнечная,81,56.847242,60.621082,город Екатеринбург<br>Район: Кировский район<br>Улица: Кузнечная
7445,641.0,город Екатеринбург,Кировский район,Кузнечная,79,56.848212,60.620588,город Екатеринбург<br>Район: Кировский район<br>Улица: Кузнечная
7448,641.0,город Екатеринбург,Кировский район,Комсомольская,73,56.833501,60.663842,город Екатеринбург<br>Район: Кировский район<br>Улица: Комсомольская
7450,641.0,город Екатеринбург,Кировский район,Комсомольская,21,56.850047,60.657759,город Екатеринбург<br>Район: Кировский район<br>Улица: Комсомольская
7451,641.0,город Екатеринбург,Кировский район,Владимира Высоцкого,18б,56.840818,60.683452,город Екатеринбург<br>Район: Кировский район<br>Улица: Владимира Высоцкого
7455,641.0,город Екатеринбург,Кировский район,Блюхера,59,56.85656,60.650008,город Екатеринбург<br>Район: Кировский район<br>Улица: Блюхера
7459,641.0,город Екатеринбург,Кировский район,Советская,40,56.854306,60.637926,город Екатеринбург<br>Район: Кировский район<br>Улица: Советская
7463,641.0,город Екатеринбург,Кировский район,Блюхера,39,56.852381,60.640576,город Екатеринбург<br>Район: Кировский район<br>Улица: Блюхера
7465,641.0,город Екатеринбург,Кировский район,Советская,1,56.850245,60.62658,город Екатеринбург<br>Район: Кировский район<br>Улица: Советская
7469,641.0,город Екатеринбург,Кировский район,Луначарского,77,56.848202,60.617893,город Екатеринбург<br>Район: Кировский район<br>Улица: Луначарского
7473,641.0,город Екатеринбург,Кировский район,Ленина,49,56.839873,60.613851,город Екатеринбург<br>Район: Кировский район<br>Улица: Ленина
7475,641.0,город Екатеринбург,Кировский район,Волховская,22,56.871328,60.645186,город Екатеринбург<br>Район: Кировский район<br>Улица: Волховская
7477,641.0,город Екатеринбург,Кировский район,Уральская,58 корп. 2,56.856756,60.62941,город Екатеринбург<br>Район: Кировский район<br>Улица: Уральская
7478,641.0,город Екатеринбург,Кировский район,Малышева,156А,56.840958,60.663629,город Екатеринбург<br>Район: Кировский район<br>Улица: Малышева
7482,641.0,город Екатеринбург,Кировский район,Ирбитская,13,56.862288,60.65599,город Екатеринбург<br>Район: Кировский район<br>Улица: Ирбитская
7486,641.0,город Екатеринбург,Кировский район,Первомайская,63,56.84405,60.630006,город Екатеринбург<br>Район: Кировский район<br>Улица: Первомайская
7490,641.0,город Екатеринбург,Кировский район,Уральская,61,56.856797,60.633164,город Екатеринбург<br>Район: Кировский район<br>Улица: Уральская
7494,641.0,город Екатеринбург,Кировский район,Красина,7,56.861539,60.622633,город Екатеринбург<br>Район: Кировский район<br>Улица: Красина
7498,641.0,город Екатеринбург,Кировский район,Новгородцевой,13Б,56.83325,60.675751,город Екатеринбург<br>Район: Кировский район<br>Улица: Новгородцевой
7502,641.0,город Екатеринбург,Кировский район,Гагарина,28,56.839133,60.646196,город Екатеринбург<br>Район: Кировский район<br>Улица: Гагарина
7506,641.0,город Екатеринбург,Кировский район,Панельная,9,56.833947,60.690399,город Екатеринбург<br>Район: Кировский район<br>Улица: Панельная
7510,641.0,город Екатеринбург,Кировский район,Сулимова,29,56.860844,60.643139,город Екатеринбург<br>Район: Кировский район<br>Улица: Сулимова
7514,641.0,город Екатеринбург,Кировский район,Студенческая,6,56.857013,60.657261,город Екатеринбург<br>Район: Кировский район<br>Улица: Студенческая
7518,641.0,город Екатеринбург,Кировский район,Пионеров,12к2,56.85635,60.628966,город Екатеринбург<br>Район: Кировский район<br>Улица: Пионеров
7522,641.0,город Екатеринбург,Кировский район,Шадринский переулок,14к1,56.85104,60.63581,город Екатеринбург<br>Район: Кировский район<br>Улица: Шадринский переулок
7526,641.0,город Екатеринбург,Кировский район,Студенческая,30,56.849565,60.661418,город Екатеринбург<br>Район: Кировский район<br>Улица: Студенческая
7530,641.0,город Екатеринбург,Кировский район,Мира,41,56.833556,60.659321,город Екатеринбург<br>Район: Кировский район<br>Улица: Мира
7532,641.0,город Екатеринбург,Кировский район,Шарташская,24,56.845622,60.625124,город Екатеринбург<br>Район: Кировский район<br>Улица: Шарташская
7536,641.0,город Екатеринбург,Кировский район,Библиотечная,27,56.833227,60.651467,город Екатеринбург<br>Район: Кировский район<br>Улица: Библиотечная
7538,641.0,город Екатеринбург,Кировский район,Июльская,31 Б,56.85888,60.639108,город Екатеринбург<br>Район: Кировский район<br>Улица: Июльская
7539,641.0,город Екатеринбург,Кировский район,Шоферов,11,56.858508,60.671181,город Екатеринбург<br>Район: Кировский район<br>Улица: Шоферов
7540,641.0,город Екатеринбург,Кировский район,Бетонщиков,5,56.827301,60.693403,город Екатеринбург<br>Район: Кировский район<br>Улица: Бетонщиков
7541,641.0,город Екатеринбург,Кировский район,Ленина,99,56.843412,60.642687,город Екатеринбург<br>Район: Кировский район<br>Улица: Ленина
7542,641.0,город Екатеринбург,Кировский район,40-летия Комсомола,25,56.828049,60.69372,город Екатеринбург<br>Район: Кировский район<br>Улица: 40-летия Комсомола
7545,641.0,город Екатеринбург,Кировский район,Волховская,7,56.869833,60.644917,город Екатеринбург<br>Район: Кировский район<br>Улица: Волховская
7546,641.0,город Екатеринбург,Кировский район,40-лет Комсомола,1Ж,56.84121,60.694641,город Екатеринбург<br>Район: Кировский район<br>Улица: 40-лет Комсомола
7548,641.0,город Екатеринбург,Кировский район,Комсомольская,71А,56.835544,60.664418,город Екатеринбург<br>Район: Кировский район<br>Улица: Комсомольская
7549,641.0,город Екатеринбург,Кировский район,Ленина,99,56.843412,60.642687,город Екатеринбург<br>Район: Кировский район<br>Улица: Ленина
7551,641.0,город Екатеринбург,Кировский район,Блюхера,47,56.854181,60.645437,город Екатеринбург<br>Район: Кировский район<br>Улица: Блюхера
7553,641.0,город Екатеринбург,Кировский район,Проспект Ленина,93,56.84264,60.638408,город Екатеринбург<br>Район: Кировский район<br>Улица: Проспект Ленина
7555,641.0,город Екатеринбург,Кировский район,Луначарского,128,56.842398,60.618693,город Екатеринбург<br>Район: Кировский район<br>Улица: Луначарского
7559,641.0,город Екатеринбург,Кировский район,Яхонтовая,1,56.53143,60.43505,город Екатеринбург<br>Район: Кировский район<br>Улица: Яхонтовая
7560,641.0,город Екатеринбург,Кировский район,Блюхера,63,56.857608,60.652046,город Екатеринбург<br>Район: Кировский район<br>Улица: Блюхера
7561,641.0,город Екатеринбург,Кировский район,Студенческая,1в,56.856314,60.659916,город Екатеринбург<br>Район: Кировский район<br>Улица: Студенческая
7562,641.0,город Екатеринбург,Кировский район,Сиреневый бульвар,15 Б,56.830065,60.687583,город Екатеринбург<br>Район: Кировский район<br>Улица: Сиреневый бульвар
7563,641.0,город Екатеринбург,Кировский район,Сулимова,55,56.861836,60.633411,город Екатеринбург<br>Район: Кировский район<br>Улица: Сулимова
7564,641.0,город Екатеринбург,Кировский район,Советская,25,56.854006,60.634607,город Екатеринбург<br>Район: Кировский район<br>Улица: Советская
7565,641.0,город Екатеринбург,Кировский район,Ленина,41,56.839607,60.610348,город Екатеринбург<br>Район: Кировский район<br>Улица: Ленина
7566,641.0,город Екатеринбург,Кировский район,Бетонщиков,5 корп. 7,56.830766,60.699069,город Екатеринбург<br>Район: Кировский район<br>Улица: Бетонщиков
7567,641.0,город Екатеринбург,Кировский район,Блюхера,6К1,56.8477,60.637154,город Екатеринбург<br>Район: Кировский район<br>Улица: Блюхера
7568,641.0,город Екатеринбург,Кировский район,Блюхера,6С3,56.847648,60.63666,город Екатеринбург<br>Район: Кировский район<br>Улица: Блюхера
7569,641.0,город Екатеринбург,Кировский район,Михайловское кладбище,,56.847453,60.635896,город Екатеринбург<br>Район: Кировский район<br>Улица: Михайловское кладбище
7571,641.0,город Екатеринбург,Кировский район,Михайловское кладбище,,56.847185,60.634958,город Екатеринбург<br>Район: Кировский район<br>Улица: Михайловское кладбище
7573,641.0,город Екатеринбург,Кировский район,Блюхера,32,56.85644,60.652838,город Екатеринбург<br>Район: Кировский район<br>Улица: Блюхера
7574,641.0,город Екатеринбург,Кировский район,Первомайская,11 Литер В,56.842454,60.612876,город Екатеринбург<br>Район: Кировский район<br>Улица: Первомайская
7576,641.0,город Екатеринбург,Кировский район,Вилонова,14а,56.86529,60.642707,город Екатеринбург<br>Район: Кировский район<br>Улица: Вилонова
7577,641.0,город Екатеринбург,Кировский район,Карла Либкнехта,31,56.841447,60.609903,город Екатеринбург<br>Район: Кировский район<br>Улица: Карла Либкнехта
7578,641.0,город Екатеринбург,Кировский район,Карла Либкнехта,23,56.840081,60.610315,город Екатеринбург<br>Район: Кировский район<br>Улица: Карла Либкнехта
7579,641.0,город Екатеринбург,Кировский район,Карла Либкнехта,23,56.839877,60.610395,город Екатеринбург<br>Район: Кировский район<br>Улица: Карла Либкнехта
7580,641.0,город Екатеринбург,Кировский район,Ленина,43,56.839714,60.610281,город Екатеринбург<br>Район: Кировский район<br>Улица: Ленина
7581,641.0,город Екатеринбург,Кировский район,Пролетарская,6,56.842159,60.607663,город Екатеринбург<br>Район: Кировский район<br>Улица: Пролетарская
7582,641.0,город Екатеринбург,Кировский район,Учителей,30А,56.86866,60.634896,город Екатеринбург<br>Район: Кировский район<br>Улица: Учителей
7583,641.0,город Екатеринбург,Кировский район,Учителей,32,56.868953,60.636196,город Екатеринбург<br>Район: Кировский район<br>Улица: Учителей
7584,641.0,город Екатеринбург,Кировский район,Учителей,34,56.869703,60.635131,город Екатеринбург<br>Район: Кировский район<br>Улица: Учителей
7585,641.0,город Екатеринбург,Кировский район,Краснодарская,16 Литер А1,56.873038,60.680759,город Екатеринбург<br>Район: Кировский район<br>Улица: Краснодарская
7586,641.0,город Екатеринбург,Кировский район,Новгородцевой,21,56.831376,60.680386,город Екатеринбург<br>Район: Кировский район<br>Улица: Новгородцевой
7587,641.0,город Екатеринбург,Кировский район,Царская,2,56.842989,60.608739,город Екатеринбург<br>Район: Кировский район<br>Улица: Царская
7588,641.0,город Екатеринбург,Кировский район,Комсомольская,45/12,56.845139,60.660686,город Екатеринбург<br>Район: Кировский район<br>Улица: Комсомольская
