,Код,Наименование,Район,Улица,Дом,Широта,Долгота,text
13750,641.0,город Екатеринбург,Октябрьский район,Луганская,59/1,56.798143,60.647195,город Екатеринбург<br>Район: Октябрьский район<br>Улица: Луганская
13751,641.0,город Екатеринбург,Октябрьский район,Куйбышева,167,56.828035,60.651125,город Екатеринбург<br>Район: Октябрьский район<br>Улица: Куйбышева
13752,641.0,город Екатеринбург,Октябрьский район,Сибирский тракт,57,56.820702,60.670264,город Екатеринбург<br>Район: Октябрьский район<br>Улица: Сибирский тракт
13755,641.0,город Екатеринбург,Октябрьский район,Каскадный,4,56.796106,60.733912,город Екатеринбург<br>Район: Октябрьский район<br>Улица: Каскадный
13756,641.0,город Екатеринбург,Октябрьский район,Шатурская,4,56.800573,60.631881,город Екатеринбург<br>Район: Октябрьский район<br>Улица: Шатурская
13757,641.0,город Екатеринбург,Октябрьский район,Овощная,,56.8166,60.879,город Екатеринбург<br>Район: Октябрьский район<br>Улица: Овощная
13759,641.0,город Екатеринбург,Октябрьский район,П. Исток,,56.771153,60.889459,город Екатеринбург<br>Район: Октябрьский район<br>Улица: П. Исток
13760,641.0,город Екатеринбург,Октябрьский район,"Сибирский тракт, 1 км",8е,56.824583,60.645831,"город Екатеринбург<br>Район: Октябрьский район<br>Улица: Сибирский тракт, 1 км"
13762,641.0,город Екатеринбург,Октябрьский район,Бажова,170,56.828392,60.630033,город Екатеринбург<br>Район: Октябрьский район<br>Улица: Бажова
13764,641.0,город Екатеринбург,Октябрьский район,Щорса,7,56.809719,60.635213,город Екатеринбург<br>Район: Октябрьский район<br>Улица: Щорса
13765,641.0,город Екатеринбург,Октябрьский район,Ткачей,21,56.817454,60.633583,город Екатеринбург<br>Район: Октябрьский район<br>Улица: Ткачей
13766,641.0,город Екатеринбург,Октябрьский район,Восточная,13,56.831585,60.636837,город Екатеринбург<br>Район: Октябрьский район<br>Улица: Восточная
13771,641.0,город Екатеринбург,Октябрьский район,Дублер Сибирского тракта,36,56.821982,60.705649,город Екатеринбург<br>Район: Октябрьский район<br>Улица: Дублер Сибирского тракта
13772,641.0,город Екатеринбург,Октябрьский район,Базовый,30,56.808175,60.652947,город Екатеринбург<br>Район: Октябрьский район<br>Улица: Базовый
13773,641.0,город Екатеринбург,Октябрьский район,"Автодорога Екатеринбург - аэропорт Кольцово, 9 км",5,56.789039,60.676224,"город Екатеринбург<br>Район: Октябрьский район<br>Улица: Автодорога Екатеринбург - аэропорт Кольцово, 9 км"
13774,641.0,город Екатеринбург,Октябрьский район,"Сибирский тракт, 8 км",,56.812856,60.691105,"город Екатеринбург<br>Район: Октябрьский район<br>Улица: Сибирский тракт, 8 км"
13775,641.0,город Екатеринбург,Октябрьский район,Мамина Сибиряка,189,56.833237,60.622798,город Екатеринбург<br>Район: Октябрьский район<br>Улица: Мамина Сибиряка
13776,641.0,город Екатеринбург,Октябрьский район,Волчанский,10а,56.807806,60.70701,город Екатеринбург<br>Район: Октябрьский район<br>Улица: Волчанский
13778,641.0,город Екатеринбург,Октябрьский район,Каменотесов,2/1,56.808212,60.712041,город Екатеринбург<br>Район: Октябрьский район<br>Улица: Каменотесов
13783,641.0,город Екатеринбург,Октябрьский район,Артема,3,56.808454,60.715414,город Екатеринбург<br>Район: Октябрьский район<br>Улица: Артема
13787,641.0,город Екатеринбург,Октябрьский район,Куйбышева,60,56.82968,60.629488,город Екатеринбург<br>Район: Октябрьский район<br>Улица: Куйбышева
13788,641.0,город Екатеринбург,Октябрьский район,Климовская,23,56.815066,60.704665,город Екатеринбург<br>Район: Октябрьский район<br>Улица: Климовская
13789,641.0,город Екатеринбург,Октябрьский район,Сони Морозовой,203,56.8243,60.632049,город Екатеринбург<br>Район: Октябрьский район<br>Улица: Сони Морозовой
13790,641.0,город Екатеринбург,Октябрьский район,"Сибирский тракт, 8 км",,56.80887,60.701488,"город Екатеринбург<br>Район: Октябрьский район<br>Улица: Сибирский тракт, 8 км"
13791,641.0,город Екатеринбург,Октябрьский район,"Сибирский тракт, 8 км",,56.810542,60.703517,"город Екатеринбург<br>Район: Октябрьский район<br>Улица: Сибирский тракт, 8 км"
13792,641.0,город Екатеринбург,Октябрьский район,"Сибирский тракт, 8 км",,56.809484,60.699024,"город Екатеринбург<br>Район: Октябрьский район<br>Улица: Сибирский тракт, 8 км"
13793,641.0,город Екатеринбург,Октябрьский район,"Сибирский тракт, 8 км",,56.809013,60.707428,"город Екатеринбург<br>Район: Октябрьский район<br>Улица: Сибирский тракт, 8 км"
13794,641.0,город Екатеринбург,Октябрьский район,Малышева,71а,56.837921,60.622299,город Екатеринбург<br>Район: Октябрьский район<br>Улица: Малышева
13795,641.0,город Екатеринбург,Октябрьский район,Семь Ключей,,56.809615,60.807868,город Екатеринбург<br>Район: Октябрьский район<br>Улица: Семь Ключей
13796,641.0,город Екатеринбург,Октябрьский район,Источная,,56.823387,60.688974,город Екатеринбург<br>Район: Октябрьский район<br>Улица: Источная
13797,641.0,город Екатеринбург,Октябрьский район,Летняя,20,56.81109,60.72795,город Екатеринбург<br>Район: Октябрьский район<br>Улица: Летняя
13798,641.0,город Екатеринбург,Октябрьский район,Утренний,1д,56.75551,60.805778,город Екатеринбург<br>Район: Октябрьский район<br>Улица: Утренний
13800,641.0,город Екатеринбург,Октябрьский район,Бахчиванджи,41,56.74985,60.815618,город Екатеринбург<br>Район: Октябрьский район<br>Улица: Бахчиванджи
13802,641.0,город Екатеринбург,Октябрьский район,П. Исток,,56.80372,60.85297,город Екатеринбург<br>Район: Октябрьский район<br>Улица: П. Исток
13803,641.0,город Екатеринбург,Октябрьский район,Сибирский тракт,8Н,56.823839,60.648455,город Екатеринбург<br>Район: Октябрьский район<br>Улица: Сибирский тракт
13804,641.0,город Екатеринбург,Октябрьский район,Тверитина,45,56.820907,60.624684,город Екатеринбург<br>Район: Октябрьский район<br>Улица: Тверитина
13806,641.0,город Екатеринбург,Октябрьский район,Петропавловская,6а,56.77102,60.828128,город Екатеринбург<br>Район: Октябрьский район<br>Улица: Петропавловская
13807,641.0,город Екатеринбург,Октябрьский район,Бахчиванджи,39,56.750832,60.81591,город Екатеринбург<br>Район: Октябрьский район<br>Улица: Бахчиванджи
13808,641.0,город Екатеринбург,Октябрьский район,Дублер Сибирского тракта,6,56.826045,60.682967,город Екатеринбург<br>Район: Октябрьский район<br>Улица: Дублер Сибирского тракта
13809,641.0,город Екатеринбург,Октябрьский район,Хрустальная,37,56.826222,60.669088,город Екатеринбург<br>Район: Октябрьский район<br>Улица: Хрустальная
13813,641.0,город Екатеринбург,Октябрьский район,Переулок Сухой,1,56.808694,60.714983,город Екатеринбург<br>Район: Октябрьский район<br>Улица: Переулок Сухой
13815,641.0,город Екатеринбург,Октябрьский район,Саввы Белых,2,56.800419,60.630667,город Екатеринбург<br>Район: Октябрьский район<br>Улица: Саввы Белых
13819,641.0,город Екатеринбург,Октябрьский район,Эстонская,6,56.786823,60.783794,город Екатеринбург<br>Район: Октябрьский район<br>Улица: Эстонская
13824,641.0,город Екатеринбург,Октябрьский район,Латвийская,42,56.795007,60.769726,город Екатеринбург<br>Район: Октябрьский район<br>Улица: Латвийская
13828,641.0,город Екатеринбург,Октябрьский район,Хрустальная,37,56.826151,60.66923,город Екатеринбург<br>Район: Октябрьский район<br>Улица: Хрустальная
13832,641.0,город Екатеринбург,Октябрьский район,Мичурина,235,56.820037,60.637434,город Екатеринбург<br>Район: Октябрьский район<br>Улица: Мичурина
13836,641.0,город Екатеринбург,Октябрьский район,Белинского,11,56.834561,60.614446,город Екатеринбург<br>Район: Октябрьский район<br>Улица: Белинского
13837,641.0,город Екатеринбург,Октябрьский район,Ленина,48,56.839428,60.618424,город Екатеринбург<br>Район: Октябрьский район<br>Улица: Ленина
13838,641.0,город Екатеринбург,Октябрьский район,Малышева,92,56.835887,60.620838,город Екатеринбург<br>Район: Октябрьский район<br>Улица: Малышева
13839,641.0,город Екатеринбург,Октябрьский район,Куйбышева,147,56.830054,60.643801,город Екатеринбург<br>Район: Октябрьский район<br>Улица: Куйбышева
13840,641.0,город Екатеринбург,Октябрьский район,Розы Люксембург,54,56.8275,60.613154,город Екатеринбург<br>Район: Октябрьский район<br>Улица: Розы Люксембург
13841,641.0,город Екатеринбург,Октябрьский район,Речной,3,56.766496,60.799594,город Екатеринбург<br>Район: Октябрьский район<br>Улица: Речной
13842,641.0,город Екатеринбург,Октябрьский район,"Сибирский тракт, 7 км",,56.792475,60.692505,"город Екатеринбург<br>Район: Октябрьский район<br>Улица: Сибирский тракт, 7 км"
13843,641.0,город Екатеринбург,Октябрьский район,"Сибирский тракт, 13 км",,56.785841,60.770434,"город Екатеринбург<br>Район: Октябрьский район<br>Улица: Сибирский тракт, 13 км"
13844,641.0,город Екатеринбург,Октябрьский район,Белинского,37,56.832629,60.616773,город Екатеринбург<br>Район: Октябрьский район<br>Улица: Белинского
13849,641.0,город Екатеринбург,Октябрьский район,Розы Люксембург,15,56.832654,60.613222,город Екатеринбург<br>Район: Октябрьский район<br>Улица: Розы Люксембург
13850,641.0,город Екатеринбург,Октябрьский район,Латвийская,36,56.794036,60.769688,город Екатеринбург<br>Район: Октябрьский район<br>Улица: Латвийская
13865,641.0,город Екатеринбург,Октябрьский район,Латвийская,14,56.7886,60.7789,город Екатеринбург<br>Район: Октябрьский район<br>Улица: Латвийская
13866,641.0,город Екатеринбург,Октябрьский район,Базовый,7,56.817171,60.657202,город Екатеринбург<br>Район: Октябрьский район<br>Улица: Базовый
13867,641.0,город Екатеринбург,Октябрьский район,Народной Воли,103,56.829553,60.633807,город Екатеринбург<br>Район: Октябрьский район<br>Улица: Народной Воли
13877,641.0,город Екатеринбург,Октябрьский район,Луначарского,227,56.818315,60.629519,город Екатеринбург<br>Район: Октябрьский район<br>Улица: Луначарского
13879,641.0,город Екатеринбург,Октябрьский район,Варшавская,26,56.7841,60.736634,город Екатеринбург<br>Район: Октябрьский район<br>Улица: Варшавская
13882,641.0,город Екатеринбург,Октябрьский район,Койвинский,4,56.823668,60.694147,город Екатеринбург<br>Район: Октябрьский район<br>Улица: Койвинский
13886,641.0,город Екатеринбург,Октябрьский район,Чистая-Трубачева,,56.781179,60.742068,город Екатеринбург<br>Район: Октябрьский район<br>Улица: Чистая-Трубачева
13891,641.0,город Екатеринбург,Октябрьский район,Сибирский тракт,28б,56.817479,60.659226,город Екатеринбург<br>Район: Октябрьский район<br>Улица: Сибирский тракт
13893,641.0,город Екатеринбург,Октябрьский район,Реактивная,81,56.776347,60.824379,город Екатеринбург<br>Район: Октябрьский район<br>Улица: Реактивная
13894,641.0,город Екатеринбург,Октябрьский район,"Сибирский тракт, 10 км",,56.794658,60.712773,"город Екатеринбург<br>Район: Октябрьский район<br>Улица: Сибирский тракт, 10 км"
13895,641.0,город Екатеринбург,Октябрьский район,"Сибирский тракт, 10 км",,56.794672,60.712917,"город Екатеринбург<br>Район: Октябрьский район<br>Улица: Сибирский тракт, 10 км"
13896,641.0,город Екатеринбург,Октябрьский район,Сибирский тракт,57ж,56.819799,60.668412,город Екатеринбург<br>Район: Октябрьский район<br>Улица: Сибирский тракт
13897,641.0,город Екатеринбург,Октябрьский район,Трактовая,7,56.778193,60.79959,город Екатеринбург<br>Район: Октябрьский район<br>Улица: Трактовая
13898,641.0,город Екатеринбург,Октябрьский район,Сибирский тракт,34б,56.817242,60.662567,город Екатеринбург<br>Район: Октябрьский район<br>Улица: Сибирский тракт
13902,641.0,город Екатеринбург,Октябрьский район,Чистопольская,6,56.824059,60.683606,город Екатеринбург<br>Район: Октябрьский район<br>Улица: Чистопольская
13903,641.0,город Екатеринбург,Октябрьский район,Байкальская,38,56.827693,60.665291,город Екатеринбург<br>Район: Октябрьский район<br>Улица: Байкальская
13904,641.0,город Екатеринбург,Октябрьский район,Мопра,11,56.803302,60.719555,город Екатеринбург<br>Район: Октябрьский район<br>Улица: Мопра
13908,641.0,город Екатеринбург,Октябрьский район,Аграрная,49,56.777294,60.82862,город Екатеринбург<br>Район: Октябрьский район<br>Улица: Аграрная
13912,641.0,город Екатеринбург,Октябрьский район,Ст. Путевка,,56.813633,60.694625,город Екатеринбург<br>Район: Октябрьский район<br>Улица: Ст. Путевка
13913,641.0,город Екатеринбург,Октябрьский район,Петропавловская,,56.770972,60.828634,город Екатеринбург<br>Район: Октябрьский район<br>Улица: Петропавловская
13914,641.0,город Екатеринбург,Октябрьский район,Специалистов,51,56.789175,60.873225,город Екатеринбург<br>Район: Октябрьский район<br>Улица: Специалистов
13919,641.0,город Екатеринбург,Октябрьский район,Розы Люксембург,62,56.825157,60.612334,город Екатеринбург<br>Район: Октябрьский район<br>Улица: Розы Люксембург
13920,641.0,город Екатеринбург,Октябрьский район,Луначарского,189,56.829872,60.624816,город Екатеринбург<br>Район: Октябрьский район<br>Улица: Луначарского
13921,641.0,город Екатеринбург,Октябрьский район,"Сибирский тракт, 10 км",,56.7946,60.7257,"город Екатеринбург<br>Район: Октябрьский район<br>Улица: Сибирский тракт, 10 км"
13923,641.0,город Екатеринбург,Октябрьский район,"Сибирский тракт, 21 км, строение 5а",,56.770756,60.871766,"город Екатеринбург<br>Район: Октябрьский район<br>Улица: Сибирский тракт, 21 км, строение 5а"
13925,641.0,город Екатеринбург,Октябрьский район,"Сибирский тракт, 25 км",,56.766426,60.902389,"город Екатеринбург<br>Район: Октябрьский район<br>Улица: Сибирский тракт, 25 км"
13926,641.0,город Екатеринбург,Октябрьский район,Сибирский тракn / Буторина,9/11,56.49331,60.38338,город Екатеринбург<br>Район: Октябрьский район<br>Улица: Сибирский тракn / Буторина
13927,641.0,город Екатеринбург,Октябрьский район,Луганская,59/2,56.797633,60.644358,город Екатеринбург<br>Район: Октябрьский район<br>Улица: Луганская
13928,641.0,город Екатеринбург,Октябрьский район,Красноармейская,2а,56.838642,60.614963,город Екатеринбург<br>Район: Октябрьский район<br>Улица: Красноармейская
13932,641.0,город Екатеринбург,Октябрьский район,Белинского,41,56.831942,60.617096,город Екатеринбург<br>Район: Октябрьский район<br>Улица: Белинского
13935,641.0,город Екатеринбург,Октябрьский район,Луначарского,"240, к. 12",56.4912,60.3733,город Екатеринбург<br>Район: Октябрьский район<br>Улица: Луначарского
13936,641.0,город Екатеринбург,Октябрьский район,Пер. Утренний,1 Г,56.755689,60.807654,город Екатеринбург<br>Район: Октябрьский район<br>Улица: Пер. Утренний
13938,641.0,город Екатеринбург,Октябрьский район,Пер. Речной,1,56.767347,60.804688,город Екатеринбург<br>Район: Октябрьский район<br>Улица: Пер. Речной
13940,641.0,город Екатеринбург,Октябрьский район,Бахчиванджи,43,56.750722,60.0,город Екатеринбург<br>Район: Октябрьский район<br>Улица: Бахчиванджи
13942,641.0,город Екатеринбург,Октябрьский район,Карьерная,17,56.817027,60.679292,город Екатеринбург<br>Район: Октябрьский район<br>Улица: Карьерная
13943,641.0,город Екатеринбург,Октябрьский район,"Ст. ""40 лет Октября"", Чистая",,56.77665,60.73946,"город Екатеринбург<br>Район: Октябрьский район<br>Улица: Ст. ""40 лет Октября"", Чистая"
13944,641.0,город Екатеринбург,Октябрьский район,Онежская,14А,56.798808,60.639971,город Екатеринбург<br>Район: Октябрьский район<br>Улица: Онежская
13945,641.0,город Екатеринбург,Октябрьский район,Трактовая,5,56.779628,60.796092,город Екатеринбург<br>Район: Октябрьский район<br>Улица: Трактовая
13947,641.0,город Екатеринбург,Октябрьский район,"Сибирский тракт, 15 км",,56.76849,60.797814,"город Екатеринбург<br>Район: Октябрьский район<br>Улица: Сибирский тракт, 15 км"
13948,641.0,город Екатеринбург,Октябрьский район,"Сибирский тракт, 7км",,56.808536,60.694185,"город Екатеринбург<br>Район: Октябрьский район<br>Улица: Сибирский тракт, 7км"
13949,641.0,город Екатеринбург,Октябрьский район,Латвийская,42,56.794953,60.769985,город Екатеринбург<br>Район: Октябрьский район<br>Улица: Латвийская
13950,641.0,город Екатеринбург,Октябрьский район,Курганская,1,56.805625,60.72238,город Екатеринбург<br>Район: Октябрьский район<br>Улица: Курганская
13951,641.0,город Екатеринбург,Октябрьский район,"Сибирский тракт, 12 км",,56.778708,60.742827,"город Екатеринбург<br>Район: Октябрьский район<br>Улица: Сибирский тракт, 12 км"
13953,641.0,город Екатеринбург,Октябрьский район,Карасье-Озёрский лесопарк,,56.787227,60.707574,город Екатеринбург<br>Район: Октябрьский район<br>Улица: Карасье-Озёрский лесопарк
13954,641.0,город Екатеринбург,Октябрьский район,Кольцовский тракт,51,56.77289,60.724204,город Екатеринбург<br>Район: Октябрьский район<br>Улица: Кольцовский тракт
13955,641.0,город Екатеринбург,Октябрьский район,"Сибирский тракт, 8-й километр",3,56.812969,60.691571,"город Екатеринбург<br>Район: Октябрьский район<br>Улица: Сибирский тракт, 8-й километр"
13956,641.0,город Екатеринбург,Октябрьский район,Сибирское кладбище,,56.792936,60.725123,город Екатеринбург<br>Район: Октябрьский район<br>Улица: Сибирское кладбище
13958,641.0,город Екатеринбург,Октябрьский район,Сибирское кладбище,,56.793115,60.724789,город Екатеринбург<br>Район: Октябрьский район<br>Улица: Сибирское кладбище
13960,641.0,город Екатеринбург,Октябрьский район,Сибирское кладбище,,56.794111,60.724603,город Екатеринбург<br>Район: Октябрьский район<br>Улица: Сибирское кладбище
13962,641.0,город Екатеринбург,Октябрьский район,Сибирское кладбище,,56.794447,60.724494,город Екатеринбург<br>Район: Октябрьский район<br>Улица: Сибирское кладбище
13964,641.0,город Екатеринбург,Октябрьский район,Сибирское кладбище,,56.796693,60.720022,город Екатеринбург<br>Район: Октябрьский район<br>Улица: Сибирское кладбище
13966,641.0,город Екатеринбург,Октябрьский район,Сибирское кладбище,,56.793227,60.721427,город Екатеринбург<br>Район: Октябрьский район<br>Улица: Сибирское кладбище
13968,641.0,город Екатеринбург,Октябрьский район,Сибирское кладбище,,56.794103,60.725099,город Екатеринбург<br>Район: Октябрьский район<br>Улица: Сибирское кладбище
13970,641.0,город Екатеринбург,Октябрьский район,Сибирское кладбище,,56.793552,60.725166,город Екатеринбург<br>Район: Октябрьский район<br>Улица: Сибирское кладбище
13972,641.0,город Екатеринбург,Октябрьский район,Сибирское кладбище,,56.793572,60.724704,город Екатеринбург<br>Район: Октябрьский район<br>Улица: Сибирское кладбище
13974,641.0,город Екатеринбург,Октябрьский район,Сибирское кладбище,,56.793001,60.72382,город Екатеринбург<br>Район: Октябрьский район<br>Улица: Сибирское кладбище
13976,641.0,город Екатеринбург,Октябрьский район,Сибирское кладбище,,56.79394,60.721289,город Екатеринбург<br>Район: Октябрьский район<br>Улица: Сибирское кладбище
13978,641.0,город Екатеринбург,Октябрьский район,Сибирское кладбище,,56.794319,60.721244,город Екатеринбург<br>Район: Октябрьский район<br>Улица: Сибирское кладбище
13980,641.0,город Екатеринбург,Октябрьский район,Сибирское кладбище,,56.795013,60.71883,город Екатеринбург<br>Район: Октябрьский район<br>Улица: Сибирское кладбище
13983,641.0,город Екатеринбург,Октябрьский район,Сибирский тракт,103,56.800136,60.727905,город Екатеринбург<br>Район: Октябрьский район<br>Улица: Сибирский тракт
13984,641.0,город Екатеринбург,Октябрьский район,"Сибирский тракт, 10-й километр",1,56.794928,60.727667,"город Екатеринбург<br>Район: Октябрьский район<br>Улица: Сибирский тракт, 10-й километр"
13986,641.0,город Екатеринбург,Октябрьский район,Сибирское кладбище,,56.796078,60.725516,город Екатеринбург<br>Район: Октябрьский район<br>Улица: Сибирское кладбище
13988,641.0,город Екатеринбург,Октябрьский район,Сибирское кладбище,,56.795202,60.724489,город Екатеринбург<br>Район: Октябрьский район<br>Улица: Сибирское кладбище
13990,641.0,город Екатеринбург,Октябрьский район,Сибирское кладбище,,56.795079,60.724931,город Екатеринбург<br>Район: Октябрьский район<br>Улица: Сибирское кладбище
13992,641.0,город Екатеринбург,Октябрьский район,Сибирское кладбище,,56.795598,60.725428,город Екатеринбург<br>Район: Октябрьский район<br>Улица: Сибирское кладбище
13994,641.0,город Екатеринбург,Октябрьский район,Сибирское кладбище,,56.795321,60.725282,город Екатеринбург<br>Район: Октябрьский район<br>Улица: Сибирское кладбище
13996,641.0,город Екатеринбург,Октябрьский район,Сибирское кладбище,,56.794621,60.725292,город Екатеринбург<br>Район: Октябрьский район<br>Улица: Сибирское кладбище
13998,641.0,город Екатеринбург,Октябрьский район,Сибирское кладбище,,56.794232,60.718807,город Екатеринбург<br>Район: Октябрьский район<br>Улица: Сибирское кладбище
14000,641.0,город Екатеринбург,Октябрьский район,Сибирское кладбище,,56.794717,60.719855,город Екатеринбург<br>Район: Октябрьский район<br>Улица: Сибирское кладбище
14002,641.0,город Екатеринбург,Октябрьский район,Сибирское кладбище,,56.794546,60.72107,город Екатеринбург<br>Район: Октябрьский район<br>Улица: Сибирское кладбище
14004,641.0,город Екатеринбург,Октябрьский район,Сибирское кладбище,,56.794547,60.723726,город Екатеринбург<br>Район: Октябрьский район<br>Улица: Сибирское кладбище
14006,641.0,город Екатеринбург,Октябрьский район,Сибирское кладбище,,56.794649,60.72425,город Екатеринбург<br>Район: Октябрьский район<br>Улица: Сибирское кладбище
14008,641.0,город Екатеринбург,Октябрьский район,Сибирское кладбище,,56.794658,60.724516,город Екатеринбург<br>Район: Октябрьский район<br>Улица: Сибирское кладбище
14010,641.0,город Екатеринбург,Октябрьский район,Сибирское кладбище,,56.794741,60.724837,город Екатеринбург<br>Район: Октябрьский район<br>Улица: Сибирское кладбище
14012,641.0,город Екатеринбург,Октябрьский район,Сибирское кладбище,,56.794751,60.725209,город Екатеринбург<br>Район: Октябрьский район<br>Улица: Сибирское кладбище
14014,641.0,город Екатеринбург,Октябрьский район,Сажинская,4,56.785406,60.73283,город Екатеринбург<br>Район: Октябрьский район<br>Улица: Сажинская
14016,641.0,город Екатеринбург,Октябрьский район,Варшавская,5,56.787482,60.733059,город Екатеринбург<br>Район: Октябрьский район<br>Улица: Варшавская
14018,641.0,город Екатеринбург,Октябрьский район,Варшавская,7к2,56.786167,60.734216,город Екатеринбург<br>Район: Октябрьский район<br>Улица: Варшавская
14019,641.0,город Екатеринбург,Октябрьский район,Варшавская,26,56.783946,60.7365,город Екатеринбург<br>Район: Октябрьский район<br>Улица: Варшавская
14020,641.0,город Екатеринбург,Октябрьский район,Трубачёва,37,56.782904,60.737836,город Екатеринбург<br>Район: Октябрьский район<br>Улица: Трубачёва
14021,641.0,город Екатеринбург,Октябрьский район,Бордюрная,10,56.782682,60.740952,город Екатеринбург<br>Район: Октябрьский район<br>Улица: Бордюрная
14022,641.0,город Екатеринбург,Октябрьский район,Трубачева,74,56.781637,60.737824,город Екатеринбург<br>Район: Октябрьский район<br>Улица: Трубачева
14023,641.0,город Екатеринбург,Октябрьский район,Трубачева,76,56.781138,60.739504,город Екатеринбург<br>Район: Октябрьский район<br>Улица: Трубачева
14024,641.0,город Екатеринбург,Октябрьский район,Латвийская,47,56.79531,60.76415,город Екатеринбург<br>Район: Октябрьский район<br>Улица: Латвийская
14025,641.0,город Екатеринбург,Октябрьский район,Яскина,12,56.796032,60.761671,город Екатеринбург<br>Район: Октябрьский район<br>Улица: Яскина
14026,641.0,город Екатеринбург,Октябрьский район,Латвийская,54,56.798521,60.764737,город Екатеринбург<br>Район: Октябрьский район<br>Улица: Латвийская
14028,641.0,город Екатеринбург,Октябрьский район,Латвийская,56,56.799193,60.764697,город Екатеринбург<br>Район: Октябрьский район<br>Улица: Латвийская
14030,641.0,город Екатеринбург,Октябрьский район,Латвийская,48/2,56.799334,60.767122,город Екатеринбург<br>Район: Октябрьский район<br>Улица: Латвийская
14032,641.0,город Екатеринбург,Октябрьский район,Латвийская,39,56.794796,60.766299,город Екатеринбург<br>Район: Октябрьский район<br>Улица: Латвийская
14033,641.0,город Екатеринбург,Октябрьский район,Латвийская,48/1,56.798108,60.768177,город Екатеринбург<br>Район: Октябрьский район<br>Улица: Латвийская
14035,641.0,город Екатеринбург,Октябрьский район,Карельская,55,56.791346,60.772807,город Екатеринбург<br>Район: Октябрьский район<br>Улица: Карельская
14036,641.0,город Екатеринбург,Октябрьский район,Латвийская,35,56.793738,60.767041,город Екатеринбург<br>Район: Октябрьский район<br>Улица: Латвийская
14037,641.0,город Екатеринбург,Октябрьский район,Варяжская,9,56.794493,60.773258,город Екатеринбург<br>Район: Октябрьский район<br>Улица: Варяжская
14038,641.0,город Екатеринбург,Октябрьский район,Латвийская,12,56.788538,60.780642,город Екатеринбург<br>Район: Октябрьский район<br>Улица: Латвийская
