,Код,Наименование,Район,Улица,Дом,Широта,Долгота,text
11030,641.0,город Екатеринбург,Ленинский район,Волошина,1,56.788289,60.533596,город Екатеринбург<br>Район: Ленинский район<br>Улица: Волошина
11032,641.0,город Екатеринбург,Ленинский район,8 Марта,49,56.82417,60.60563,город Екатеринбург<br>Район: Ленинский район<br>Улица: 8 Марта
11033,641.0,город Екатеринбург,Ленинский район,Амундсена,105,56.777297,60.55501,город Екатеринбург<br>Район: Ленинский район<br>Улица: Амундсена
11036,641.0,город Екатеринбург,Ленинский район,Амундсена,101,56.778982,60.560558,город Екатеринбург<br>Район: Ленинский район<br>Улица: Амундсена
11038,641.0,город Екатеринбург,Ленинский район,8 Марта,16А,56.832644,60.599228,город Екатеринбург<br>Район: Ленинский район<br>Улица: 8 Марта
11039,641.0,город Екатеринбург,Ленинский район,Павла Шаманова,11,56.786001,60.518373,город Екатеринбург<br>Район: Ленинский район<br>Улица: Павла Шаманова
11040,641.0,город Екатеринбург,Ленинский район,Павла Шаманова,11,56.78582,60.518053,город Екатеринбург<br>Район: Ленинский район<br>Улица: Павла Шаманова
11041,641.0,город Екатеринбург,Ленинский район,Академика Сахарова,64,56.785287,60.517577,город Екатеринбург<br>Район: Ленинский район<br>Улица: Академика Сахарова
11043,641.0,город Екатеринбург,Ленинский район,Академика Сахарова,62,56.784911,60.518292,город Екатеринбург<br>Район: Ленинский район<br>Улица: Академика Сахарова
11045,641.0,город Екатеринбург,Ленинский район,Академика Сахарова,62,56.784995,60.518484,город Екатеринбург<br>Район: Ленинский район<br>Улица: Академика Сахарова
11046,641.0,город Екатеринбург,Ленинский район,Павла Шаманова,7,56.785234,60.519049,город Екатеринбург<br>Район: Ленинский район<br>Улица: Павла Шаманова
11047,641.0,город Екатеринбург,Ленинский район,Павла Шаманова,7,56.785332,60.519264,город Екатеринбург<br>Район: Ленинский район<br>Улица: Павла Шаманова
11048,641.0,город Екатеринбург,Ленинский район,Павла Шаманова,7,56.785721,60.519909,город Екатеринбург<br>Район: Ленинский район<br>Улица: Павла Шаманова
11050,641.0,город Екатеринбург,Ленинский район,Павла Шаманова,9,56.786115,60.519927,город Екатеринбург<br>Район: Ленинский район<br>Улица: Павла Шаманова
11051,641.0,город Екатеринбург,Ленинский район,Павла Шаманова,9,56.786411,60.519393,город Екатеринбург<br>Район: Ленинский район<br>Улица: Павла Шаманова
11053,641.0,город Екатеринбург,Ленинский район,Павла Шаманова,9,56.786501,60.519217,город Екатеринбург<br>Район: Ленинский район<br>Улица: Павла Шаманова
11054,641.0,город Екатеринбург,Ленинский район,Павла Шаманова,17,56.787123,60.515897,город Екатеринбург<br>Район: Ленинский район<br>Улица: Павла Шаманова
11056,641.0,город Екатеринбург,Ленинский район,Павла Шаманова,17,56.787524,60.516564,город Екатеринбург<br>Район: Ленинский район<br>Улица: Павла Шаманова
11057,641.0,город Екатеринбург,Ленинский район,Павла Шаманова,17,56.787603,60.516744,город Екатеринбург<br>Район: Ленинский район<br>Улица: Павла Шаманова
11059,641.0,город Екатеринбург,Ленинский район,Павла Шаманова,15,56.787547,60.517309,город Екатеринбург<br>Район: Ленинский район<br>Улица: Павла Шаманова
11061,641.0,город Екатеринбург,Ленинский район,Павла Шаманова,15,56.78735,60.517621,город Екатеринбург<br>Район: Ленинский район<br>Улица: Павла Шаманова
11062,641.0,город Екатеринбург,Ленинский район,Павла Шаманова,15,56.787014,60.518228,город Екатеринбург<br>Район: Ленинский район<br>Улица: Павла Шаманова
11064,641.0,город Екатеринбург,Ленинский район,Павла Шаманова,13,56.786856,60.517908,город Екатеринбург<br>Район: Ленинский район<br>Улица: Павла Шаманова
11065,641.0,город Екатеринбург,Ленинский район,Павла Шаманова,13,56.786724,60.517476,город Екатеринбург<br>Район: Ленинский район<br>Улица: Павла Шаманова
11066,641.0,город Екатеринбург,Ленинский район,Павла Шаманова,13,56.786304,60.516764,город Екатеринбург<br>Район: Ленинский район<br>Улица: Павла Шаманова
11067,641.0,город Екатеринбург,Ленинский район,Академика Сахарова,68,56.786188,60.51605,город Екатеринбург<br>Район: Ленинский район<br>Улица: Академика Сахарова
11068,641.0,город Екатеринбург,Ленинский район,Академика Сахарова,70,56.78667,60.515242,город Екатеринбург<br>Район: Ленинский район<br>Улица: Академика Сахарова
11070,641.0,город Екатеринбург,Ленинский район,Академика Сахарова,70,56.786687,60.515314,город Екатеринбург<br>Район: Ленинский район<br>Улица: Академика Сахарова
11072,641.0,город Екатеринбург,Ленинский район,Академика Сахарова,76,56.787321,60.514119,город Екатеринбург<br>Район: Ленинский район<br>Улица: Академика Сахарова
11075,641.0,город Екатеринбург,Ленинский район,Вильгельма де Геннина,49,56.787953,60.513709,город Екатеринбург<br>Район: Ленинский район<br>Улица: Вильгельма де Геннина
11078,641.0,город Екатеринбург,Ленинский район,Вильгельма де Геннина,47,56.7883,60.514097,город Екатеринбург<br>Район: Ленинский район<br>Улица: Вильгельма де Геннина
11080,641.0,город Екатеринбург,Ленинский район,Вильгельма де Геннина,47,56.78845,60.514367,город Екатеринбург<br>Район: Ленинский район<br>Улица: Вильгельма де Геннина
11081,641.0,город Екатеринбург,Ленинский район,Вильгельма де Геннина,47,56.788605,60.514695,город Екатеринбург<br>Район: Ленинский район<br>Улица: Вильгельма де Геннина
11082,641.0,город Екатеринбург,Ленинский район,Павла Шаманова,21,56.788633,60.515422,город Екатеринбург<br>Район: Ленинский район<br>Улица: Павла Шаманова
11083,641.0,город Екатеринбург,Ленинский район,Павла Шаманова,21,56.788487,60.515675,город Екатеринбург<br>Район: Ленинский район<br>Улица: Павла Шаманова
11084,641.0,город Екатеринбург,Ленинский район,Павла Шаманова,21,56.788325,60.515966,город Екатеринбург<br>Район: Ленинский район<br>Улица: Павла Шаманова
11086,641.0,город Екатеринбург,Ленинский район,Павла Шаманова,19,56.787992,60.515578,город Екатеринбург<br>Район: Ленинский район<br>Улица: Павла Шаманова
11087,641.0,город Екатеринбург,Ленинский район,Академика Сахарова,37,56.777912,60.527714,город Екатеринбург<br>Район: Ленинский район<br>Улица: Академика Сахарова
11088,641.0,город Екатеринбург,Ленинский район,Академика Сахарова,37,56.778089,60.527714,город Екатеринбург<br>Район: Ленинский район<br>Улица: Академика Сахарова
11089,641.0,город Екатеринбург,Ленинский район,Академика Сахарова,37,56.778251,60.527401,город Екатеринбург<br>Район: Ленинский район<br>Улица: Академика Сахарова
11090,641.0,город Екатеринбург,Ленинский район,Академика Сахарова,37,56.778304,60.527041,город Екатеринбург<br>Район: Ленинский район<br>Улица: Академика Сахарова
11091,641.0,город Екатеринбург,Ленинский район,Академика Сахарова,37,56.778396,60.526713,город Екатеринбург<br>Район: Ленинский район<br>Улица: Академика Сахарова
11092,641.0,город Екатеринбург,Ленинский район,Академика Сахарова,39,56.779245,60.525645,город Екатеринбург<br>Район: Ленинский район<br>Улица: Академика Сахарова
11093,641.0,город Екатеринбург,Ленинский район,Академика Сахарова,39,56.779565,60.525066,город Екатеринбург<br>Район: Ленинский район<br>Улица: Академика Сахарова
11094,641.0,город Екатеринбург,Ленинский район,Академика Сахарова,39,56.779608,60.524673,город Екатеринбург<br>Район: Ленинский район<br>Улица: Академика Сахарова
11095,641.0,город Екатеринбург,Ленинский район,Академика Сахарова,39,56.779715,60.5244,город Екатеринбург<br>Район: Ленинский район<br>Улица: Академика Сахарова
11096,641.0,город Екатеринбург,Ленинский район,Академика Сахарова,41,56.780295,60.523703,город Екатеринбург<br>Район: Ленинский район<br>Улица: Академика Сахарова
11097,641.0,город Екатеринбург,Ленинский район,Академика Сахарова,41,56.780454,60.523419,город Екатеринбург<br>Район: Ленинский район<br>Улица: Академика Сахарова
11098,641.0,город Екатеринбург,Ленинский район,Академика Сахарова,41,56.780579,60.523171,город Екатеринбург<br>Район: Ленинский район<br>Улица: Академика Сахарова
11099,641.0,город Екатеринбург,Ленинский район,Академика Сахарова,41,56.780622,60.522818,город Екатеринбург<br>Район: Ленинский район<br>Улица: Академика Сахарова
11100,641.0,город Екатеринбург,Ленинский район,Академика Сахарова,41,56.780693,60.522496,город Екатеринбург<br>Район: Ленинский район<br>Улица: Академика Сахарова
11101,641.0,город Екатеринбург,Ленинский район,​Академика Сахарова,43,56.781454,60.522103,город Екатеринбург<br>Район: Ленинский район<br>Улица: ​Академика Сахарова
11102,641.0,город Екатеринбург,Ленинский район,Академика Сахарова,45,56.781951,60.52074,город Екатеринбург<br>Район: Ленинский район<br>Улица: Академика Сахарова
11103,641.0,город Екатеринбург,Ленинский район,Академика Сахарова,45,56.782187,60.520317,город Екатеринбург<br>Район: Ленинский район<br>Улица: Академика Сахарова
11104,641.0,город Екатеринбург,Ленинский район,Академика Сахарова,45,56.782311,60.519867,город Екатеринбург<br>Район: Ленинский район<br>Улица: Академика Сахарова
11105,641.0,город Екатеринбург,Ленинский район,Академика Сахарова,45,56.782443,60.519541,город Екатеринбург<br>Район: Ленинский район<br>Улица: Академика Сахарова
11106,641.0,город Екатеринбург,Ленинский район,Академика Сахарова,47,56.782946,60.518953,город Екатеринбург<br>Район: Ленинский район<br>Улица: Академика Сахарова
11107,641.0,город Екатеринбург,Ленинский район,Академика Сахарова,47,56.783027,60.518779,город Екатеринбург<br>Район: Ленинский район<br>Улица: Академика Сахарова
11108,641.0,город Екатеринбург,Ленинский район,Академика Сахарова,47,56.783241,60.518366,город Екатеринбург<br>Район: Ленинский район<br>Улица: Академика Сахарова
11109,641.0,город Екатеринбург,Ленинский район,Академика Сахарова,47,56.783333,60.517953,город Екатеринбург<br>Район: Ленинский район<br>Улица: Академика Сахарова
11110,641.0,город Екатеринбург,Ленинский район,Академика Сахарова,51,56.78422,60.516625,город Екатеринбург<br>Район: Ленинский район<br>Улица: Академика Сахарова
11111,641.0,город Екатеринбург,Ленинский район,Академика Сахарова,51,56.784386,60.51633,город Екатеринбург<br>Район: Ленинский район<br>Улица: Академика Сахарова
11112,641.0,город Екатеринбург,Ленинский район,Академика Сахарова,51,56.784636,60.515638,город Екатеринбург<br>Район: Ленинский район<br>Улица: Академика Сахарова
11113,641.0,город Екатеринбург,Ленинский район,Академика Сахарова,51,56.784571,60.516003,город Екатеринбург<br>Район: Ленинский район<br>Улица: Академика Сахарова
11114,641.0,город Екатеринбург,Ленинский район,Академика Сахарова,53,56.785006,60.514768,город Екатеринбург<br>Район: Ленинский район<br>Улица: Академика Сахарова
11115,641.0,город Екатеринбург,Ленинский район,Академика Сахарова,53,56.785307,60.5147,город Екатеринбург<br>Район: Ленинский район<br>Улица: Академика Сахарова
11117,641.0,город Екатеринбург,Ленинский район,Академика Сахарова,53,56.785595,60.514097,город Екатеринбург<br>Район: Ленинский район<br>Улица: Академика Сахарова
11119,641.0,город Екатеринбург,Ленинский район,Академика Сахарова,53,56.785675,60.513722,город Екатеринбург<br>Район: Ленинский район<br>Улица: Академика Сахарова
11121,641.0,город Екатеринбург,Ленинский район,Академика Сахарова,57,56.786961,60.51149,город Екатеринбург<br>Район: Ленинский район<br>Улица: Академика Сахарова
11123,641.0,город Екатеринбург,Ленинский район,Академика Сахарова,57,56.786973,60.511758,город Екатеринбург<br>Район: Ленинский район<br>Улица: Академика Сахарова
11125,641.0,город Екатеринбург,Ленинский район,Академика Сахарова,57,56.786865,60.511989,город Екатеринбург<br>Район: Ленинский район<br>Улица: Академика Сахарова
11126,641.0,город Екатеринбург,Ленинский район,Академика Сахарова,57,56.786664,60.512249,город Екатеринбург<br>Район: Ленинский район<br>Улица: Академика Сахарова
11127,641.0,город Екатеринбург,Ленинский район,Академика Сахарова,57,56.786588,60.512455,город Екатеринбург<br>Район: Ленинский район<br>Улица: Академика Сахарова
11129,641.0,город Екатеринбург,Ленинский район,Вильгельма де Геннина,37,56.790141,60.517734,город Екатеринбург<br>Район: Ленинский район<br>Улица: Вильгельма де Геннина
11130,641.0,город Екатеринбург,Ленинский район,Расковой,19,56.801228,60.590234,город Екатеринбург<br>Район: Ленинский район<br>Улица: Расковой
11131,641.0,город Екатеринбург,Ленинский район,Московская,196,56.801223,60.592782,город Екатеринбург<br>Район: Ленинский район<br>Улица: Московская
11133,641.0,город Екатеринбург,Ленинский район,Расковой,17,56.801351,60.592394,город Екатеринбург<br>Район: Ленинский район<br>Улица: Расковой
11134,641.0,город Екатеринбург,Ленинский район,Начдива Онуфриева,59,56.791639,60.571561,город Екатеринбург<br>Район: Ленинский район<br>Улица: Начдива Онуфриева
11135,641.0,город Екатеринбург,Ленинский район,8 Марта,144 А,56.809398,60.608296,город Екатеринбург<br>Район: Ленинский район<br>Улица: 8 Марта
11137,641.0,город Екатеринбург,Ленинский район,8 Марта,146А,56.809304,60.60917,город Екатеринбург<br>Район: Ленинский район<br>Улица: 8 Марта
11139,641.0,город Екатеринбург,Ленинский район,Щорса,94Б,56.809126,60.607227,город Екатеринбург<br>Район: Ленинский район<br>Улица: Щорса
11141,641.0,город Екатеринбург,Ленинский район,Академика Постовского,15,56.79158,60.580826,город Екатеринбург<br>Район: Ленинский район<br>Улица: Академика Постовского
11142,641.0,город Екатеринбург,Ленинский район,Академика Постовского,10А,56.794101,60.580215,город Екатеринбург<br>Район: Ленинский район<br>Улица: Академика Постовского
11143,641.0,город Екатеринбург,Ленинский район,Серова,34,56.806278,60.597845,город Екатеринбург<br>Район: Ленинский район<br>Улица: Серова
11144,641.0,город Екатеринбург,Ленинский район,Айвазовского,42а,56.805518,60.596144,город Екатеринбург<br>Район: Ленинский район<br>Улица: Айвазовского
11145,641.0,город Екатеринбург,Ленинский район,Айвазовского,54,56.803537,60.596502,город Екатеринбург<br>Район: Ленинский район<br>Улица: Айвазовского
11146,641.0,город Екатеринбург,Ленинский район,Айвазовского,41,56.803196,60.597033,город Екатеринбург<br>Район: Ленинский район<br>Улица: Айвазовского
11147,641.0,город Екатеринбург,Ленинский район,Разливная,50,56.766239,60.544709,город Екатеринбург<br>Район: Ленинский район<br>Улица: Разливная
11148,641.0,город Екатеринбург,Ленинский район,​Предельная,63,56.767022,60.554953,город Екатеринбург<br>Район: Ленинский район<br>Улица: ​Предельная
11149,641.0,город Екатеринбург,Ленинский район,​Академика Вонсовского,21,56.785713,60.548599,город Екатеринбург<br>Район: Ленинский район<br>Улица: ​Академика Вонсовского
11150,641.0,город Екатеринбург,Ленинский район,бульвар Академика Семихатова,8,56.783461,60.550811,город Екатеринбург<br>Район: Ленинский район<br>Улица: бульвар Академика Семихатова
11151,641.0,город Екатеринбург,Ленинский район,Чкалова,231,56.786107,60.545436,город Екатеринбург<br>Район: Ленинский район<br>Улица: Чкалова
11152,641.0,город Екатеринбург,Ленинский район,Чкалова,233,56.785834,60.545979,город Екатеринбург<br>Район: Ленинский район<br>Улица: Чкалова
11153,641.0,город Екатеринбург,Ленинский район,Академика Селихатова бульвар,18,56.78484,60.545978,город Екатеринбург<br>Район: Ленинский район<br>Улица: Академика Селихатова бульвар
11154,641.0,город Екатеринбург,Ленинский район,Краснолесья,20,56.782171,60.543542,город Екатеринбург<br>Район: Ленинский район<br>Улица: Краснолесья
11155,641.0,город Екатеринбург,Ленинский район,Чкалова,239А,56.783143,60.542008,город Екатеринбург<br>Район: Ленинский район<br>Улица: Чкалова
11156,641.0,город Екатеринбург,Ленинский район,Чкалова,242,56.784076,60.539911,город Екатеринбург<br>Район: Ленинский район<br>Улица: Чкалова
11157,641.0,город Екатеринбург,Ленинский район,Чкалова,240,56.784196,60.540108,город Екатеринбург<br>Район: Ленинский район<br>Улица: Чкалова
11158,641.0,город Екатеринбург,Ленинский район,Краснолесья,22,56.783465,60.543462,город Екатеринбург<br>Район: Ленинский район<br>Улица: Краснолесья
11160,641.0,город Екатеринбург,Ленинский район,Краснолесья,26,56.783724,60.543772,город Екатеринбург<br>Район: Ленинский район<br>Улица: Краснолесья
11161,641.0,город Екатеринбург,Ленинский район,Академика Вонсовского,21,56.783871,60.552191,город Екатеринбург<br>Район: Ленинский район<br>Улица: Академика Вонсовского
11162,641.0,город Екатеринбург,Ленинский район,бульвар Академика Семихатова,6,56.782428,60.549691,город Екатеринбург<br>Район: Ленинский район<br>Улица: бульвар Академика Семихатова
11164,641.0,город Екатеринбург,Ленинский район,Краснолесья,24,56.782502,60.546681,город Екатеринбург<br>Район: Ленинский район<br>Улица: Краснолесья
11166,641.0,город Екатеринбург,Ленинский район,Михеева,4,56.782401,60.552321,город Екатеринбург<br>Район: Ленинский район<br>Улица: Михеева
11167,641.0,город Екатеринбург,Ленинский район,Михеева,2,56.782112,60.552567,город Екатеринбург<br>Район: Ленинский район<br>Улица: Михеева
11168,641.0,город Екатеринбург,Ленинский район,Михеева,2,56.782146,60.552683,город Екатеринбург<br>Район: Ленинский район<br>Улица: Михеева
11170,641.0,город Екатеринбург,Ленинский район,Краснолесья,10,56.778393,60.551067,город Екатеринбург<br>Район: Ленинский район<br>Улица: Краснолесья
11171,641.0,город Екатеринбург,Ленинский район,Городская,1,56.760129,60.567089,город Екатеринбург<br>Район: Ленинский район<br>Улица: Городская
11172,641.0,город Екатеринбург,Ленинский район,Городская,1,56.759988,60.567156,город Екатеринбург<br>Район: Ленинский район<br>Улица: Городская
11173,641.0,город Екатеринбург,Ленинский район,Чапаева,8Б,56.822451,60.611037,город Екатеринбург<br>Район: Ленинский район<br>Улица: Чапаева
11174,641.0,город Екатеринбург,Ленинский район,Айвазовского,53,56.802528,60.59826,город Екатеринбург<br>Район: Ленинский район<br>Улица: Айвазовского
11188,641.0,город Екатеринбург,Ленинский район,Авиационная,4,56.801492,60.599225,город Екатеринбург<br>Район: Ленинский район<br>Улица: Авиационная
11189,641.0,город Екатеринбург,Ленинский район,Татарский переулок,15,56.805244,60.579946,город Екатеринбург<br>Район: Ленинский район<br>Улица: Татарский переулок
11190,641.0,город Екатеринбург,Ленинский район,Хользунова,42/2,56.806932,60.585003,город Екатеринбург<br>Район: Ленинский район<br>Улица: Хользунова
11191,641.0,город Екатеринбург,Ленинский район,Хасановская,71,56.80486,60.581701,город Екатеринбург<br>Район: Ленинский район<br>Улица: Хасановская
11192,641.0,город Екатеринбург,Ленинский район,Волгоградская,123,56.806283,60.573419,город Екатеринбург<br>Район: Ленинский район<br>Улица: Волгоградская
11193,641.0,город Екатеринбург,Ленинский район,Волгоградская,173,56.808829,60.56653,город Екатеринбург<br>Район: Ленинский район<br>Улица: Волгоградская
11194,641.0,город Екатеринбург,Ленинский район,Волгоградская,178,56.809346,60.56639,город Екатеринбург<br>Район: Ленинский район<br>Улица: Волгоградская
11195,641.0,город Екатеринбург,Ленинский район,Ясная,35,56.810159,60.567398,город Екатеринбург<br>Район: Ленинский район<br>Улица: Ясная
11196,641.0,город Екатеринбург,Ленинский район,Шаумяна,87,56.811914,60.571472,город Екатеринбург<br>Район: Ленинский район<br>Улица: Шаумяна
11197,641.0,город Екатеринбург,Ленинский район,Шаумяна,87,56.812185,60.571643,город Екатеринбург<br>Район: Ленинский район<br>Улица: Шаумяна
11198,641.0,город Екатеринбург,Ленинский район,Чкалова,45,56.809216,60.576958,город Екатеринбург<br>Район: Ленинский район<br>Улица: Чкалова
11199,641.0,город Екатеринбург,Ленинский район,Амурская,37,56.808016,60.576265,город Екатеринбург<br>Район: Ленинский район<br>Улица: Амурская
11201,641.0,город Екатеринбург,Ленинский район,Ялтинский переулок,9,56.806643,60.579217,город Екатеринбург<br>Район: Ленинский район<br>Улица: Ялтинский переулок
11202,641.0,город Екатеринбург,Ленинский район,Амурская,17,56.807178,60.578915,город Екатеринбург<br>Район: Ленинский район<br>Улица: Амурская
11203,641.0,город Екатеринбург,Ленинский район,Ялтинский переулок,14,56.807671,60.579322,город Екатеринбург<br>Район: Ленинский район<br>Улица: Ялтинский переулок
11204,641.0,город Екатеринбург,Ленинский район,Ялтинский переулок,17,56.807787,60.579103,город Екатеринбург<br>Район: Ленинский район<br>Улица: Ялтинский переулок
11205,641.0,город Екатеринбург,Ленинский район,Ялтинский переулок,16,56.808074,60.579189,город Екатеринбург<br>Район: Ленинский район<br>Улица: Ялтинский переулок
11206,641.0,город Екатеринбург,Ленинский район,Ялтинский переулок,18,56.808233,60.579154,город Екатеринбург<br>Район: Ленинский район<br>Улица: Ялтинский переулок
11207,641.0,город Екатеринбург,Ленинский район,Депутатская,46,56.808281,60.583493,город Екатеринбург<br>Район: Ленинский район<br>Улица: Депутатская
11208,641.0,город Екатеринбург,Ленинский район,Щорса,54А,56.81116,60.6198,город Екатеринбург<br>Район: Ленинский район<br>Улица: Щорса
11210,641.0,город Екатеринбург,Ленинский район,Отто Шмидта,71А,56.810325,60.614089,город Екатеринбург<br>Район: Ленинский район<br>Улица: Отто Шмидта
11212,641.0,город Екатеринбург,Ленинский район,8 Марта,129А,56.810565,60.611348,город Екатеринбург<br>Район: Ленинский район<br>Улица: 8 Марта
11214,641.0,город Екатеринбург,Ленинский район,Отто Шмидта,50к2,56.811777,60.609833,город Екатеринбург<br>Район: Ленинский район<br>Улица: Отто Шмидта
11215,641.0,город Екатеринбург,Ленинский район,8 Марта,121,56.812073,60.609665,город Екатеринбург<br>Район: Ленинский район<br>Улица: 8 Марта
11230,641.0,город Екатеринбург,Ленинский район,Фрунзе,36А,56.814774,60.612977,город Екатеринбург<br>Район: Ленинский район<br>Улица: Фрунзе
11231,641.0,город Екатеринбург,Ленинский район,Попова,1А,56.835138,60.594753,город Екатеринбург<br>Район: Ленинский район<br>Улица: Попова
11232,641.0,город Екатеринбург,Ленинский район,Бесшумный переулок,5,56.806994,60.568153,город Екатеринбург<br>Район: Ленинский район<br>Улица: Бесшумный переулок
11233,641.0,город Екатеринбург,Ленинский район,Волгоградская,47,56.80403,60.575335,город Екатеринбург<br>Район: Ленинский район<br>Улица: Волгоградская
11234,641.0,город Екатеринбург,Ленинский район,Павла Шаманова,22,56.787834,60.519243,город Екатеринбург<br>Район: Ленинский район<br>Улица: Павла Шаманова
11236,641.0,город Екатеринбург,Ленинский район,Павла Шаманова,16,56.787023,60.520705,город Екатеринбург<br>Район: Ленинский район<br>Улица: Павла Шаманова
11237,641.0,город Екатеринбург,Ленинский район,Анатолия Мехренцева,42,56.786901,60.525665,город Екатеринбург<br>Район: Ленинский район<br>Улица: Анатолия Мехренцева
11238,641.0,город Екатеринбург,Ленинский район,Анатолия Мехренцева,42,56.786676,60.525697,город Екатеринбург<br>Район: Ленинский район<br>Улица: Анатолия Мехренцева
11239,641.0,город Екатеринбург,Ленинский район,Анатолия Мехренцева,42,56.786335,60.525123,город Екатеринбург<br>Район: Ленинский район<br>Улица: Анатолия Мехренцева
11240,641.0,город Екатеринбург,Ленинский район,Анатолия Мехренцева,40,56.786553,60.523866,город Екатеринбург<br>Район: Ленинский район<br>Улица: Анатолия Мехренцева
11241,641.0,город Екатеринбург,Ленинский район,Анатолия Мехренцева,44,56.786463,60.523125,город Екатеринбург<br>Район: Ленинский район<br>Улица: Анатолия Мехренцева
11242,641.0,город Екатеринбург,Ленинский район,Анатолия Мехренцева,46,56.785979,60.524002,город Екатеринбург<br>Район: Ленинский район<br>Улица: Анатолия Мехренцева
11244,641.0,город Екатеринбург,Ленинский район,Анатолия Мехренцева,46,56.785748,60.524015,город Екатеринбург<br>Район: Ленинский район<br>Улица: Анатолия Мехренцева
11245,641.0,город Екатеринбург,Ленинский район,Анатолия Мехренцева,46,56.785518,60.523582,город Екатеринбург<br>Район: Ленинский район<br>Улица: Анатолия Мехренцева
11247,641.0,город Екатеринбург,Ленинский район,Павла Шаманова,4,56.785827,60.522426,город Екатеринбург<br>Район: Ленинский район<br>Улица: Павла Шаманова
11248,641.0,город Екатеринбург,Ленинский район,Павла Шаманова,4,56.785974,60.522155,город Екатеринбург<br>Район: Ленинский район<br>Улица: Павла Шаманова
11250,641.0,город Екатеринбург,Ленинский район,Павла Шаманова,6,56.786806,60.521632,город Екатеринбург<br>Район: Ленинский район<br>Улица: Павла Шаманова
11251,641.0,город Екатеринбург,Ленинский район,Чкалова,124,56.804249,60.566989,город Екатеринбург<br>Район: Ленинский район<br>Улица: Чкалова
11252,641.0,город Екатеринбург,Ленинский район,Павла Шаманова,10,56.787246,60.523193,город Екатеринбург<br>Район: Ленинский район<br>Улица: Павла Шаманова
11253,641.0,город Екатеринбург,Ленинский район,Академика Бардина,26,56.804512,60.563961,город Екатеринбург<br>Район: Ленинский район<br>Улица: Академика Бардина
11255,641.0,город Екатеринбург,Ленинский район,Павла Шаманова,12,56.787833,60.523913,город Екатеринбург<br>Район: Ленинский район<br>Улица: Павла Шаманова
11256,641.0,город Екатеринбург,Ленинский район,Павла Шаманова,12,56.787848,60.523529,город Екатеринбург<br>Район: Ленинский район<br>Улица: Павла Шаманова
11257,641.0,город Екатеринбург,Ленинский район,Левитана,287,56.807335,60.564367,город Екатеринбург<br>Район: Ленинский район<br>Улица: Левитана
11258,641.0,город Екатеринбург,Ленинский район,Анатолия Мехренцева,38,56.787315,60.526944,город Екатеринбург<br>Район: Ленинский район<br>Улица: Анатолия Мехренцева
11260,641.0,город Екатеринбург,Ленинский район,Анатолия Мехренцева,38,56.787534,60.527346,город Екатеринбург<br>Район: Ленинский район<br>Улица: Анатолия Мехренцева
11261,641.0,город Екатеринбург,Ленинский район,Анатолия Мехренцева,38,56.787726,60.527436,город Екатеринбург<br>Район: Ленинский район<br>Улица: Анатолия Мехренцева
11262,641.0,город Екатеринбург,Ленинский район,Анатолия Мехренцева,36,56.788242,60.526759,город Екатеринбург<br>Район: Ленинский район<br>Улица: Анатолия Мехренцева
11263,641.0,город Екатеринбург,Ленинский район,Краснолесья,103,56.788482,60.524744,город Екатеринбург<br>Район: Ленинский район<br>Улица: Краснолесья
11264,641.0,город Екатеринбург,Ленинский район,Краснолесья,103,56.788572,60.524913,город Екатеринбург<br>Район: Ленинский район<br>Улица: Краснолесья
11266,641.0,город Екатеринбург,Ленинский район,Анатолия Мехренцева,34,56.788534,60.52741,город Екатеринбург<br>Район: Ленинский район<br>Улица: Анатолия Мехренцева
11268,641.0,город Екатеринбург,Ленинский район,Анатолия Мехренцева,32,56.788173,60.528502,город Екатеринбург<br>Район: Ленинский район<br>Улица: Анатолия Мехренцева
11270,641.0,город Екатеринбург,Ленинский район,Краснолесья,93,56.788396,60.528947,город Екатеринбург<br>Район: Ленинский район<br>Улица: Краснолесья
11272,641.0,город Екатеринбург,Ленинский район,Краснолесья,93,56.78861,60.528947,город Екатеринбург<br>Район: Ленинский район<br>Улица: Краснолесья
11273,641.0,город Екатеринбург,Ленинский район,Краснолесья,95,56.789133,60.52795,город Екатеринбург<br>Район: Ленинский район<br>Улица: Краснолесья
11275,641.0,город Екатеринбург,Ленинский район,Краснолесья,97,56.789518,60.527303,город Екатеринбург<br>Район: Ленинский район<br>Улица: Краснолесья
11276,641.0,город Екатеринбург,Ленинский район,Краснолесья,97,56.789649,60.526901,город Екатеринбург<br>Район: Ленинский район<br>Улица: Краснолесья
11279,641.0,город Екатеринбург,Ленинский район,Краснолесья,107,56.78955,60.525512,город Екатеринбург<br>Район: Ленинский район<br>Улица: Краснолесья
11281,641.0,город Екатеринбург,Ленинский район,Краснолесья,113,56.790482,60.524018,город Екатеринбург<br>Район: Ленинский район<br>Улица: Краснолесья
11282,641.0,город Екатеринбург,Ленинский район,Краснолесья,111А,56.790762,60.524588,город Екатеринбург<br>Район: Ленинский район<br>Улица: Краснолесья
11285,641.0,город Екатеринбург,Ленинский район,8 Марта,78Б,56.820732,60.604037,город Екатеринбург<br>Район: Ленинский район<br>Улица: 8 Марта
11286,641.0,город Екатеринбург,Ленинский район,8 Марта,70,56.821681,60.603872,город Екатеринбург<br>Район: Ленинский район<br>Улица: 8 Марта
11288,641.0,город Екатеринбург,Ленинский район,Народной Воли,39,56.824486,60.59743,город Екатеринбург<br>Район: Ленинский район<br>Улица: Народной Воли
