,Код,Наименование,Район,Улица,Дом,Широта,Долгота,text
10724,641.0,город Екатеринбург,Ленинский район,Академика Бардина,50,56.798088,60.579166,город Екатеринбург<br>Район: Ленинский район<br>Улица: Академика Бардина
10725,641.0,город Екатеринбург,Ленинский район,Вильгельма де Геннина,33,56.7913,60.5202,город Екатеринбург<br>Район: Ленинский район<br>Улица: Вильгельма де Геннина
10726,641.0,город Екатеринбург,Ленинский район,Академика Бардина,12,56.8068,60.5568,город Екатеринбург<br>Район: Ленинский район<br>Улица: Академика Бардина
10727,641.0,город Екатеринбург,Ленинский район,Ясная,31,56.8113,60.5667,город Екатеринбург<br>Район: Ленинский район<br>Улица: Ясная
10728,641.0,город Екатеринбург,Ленинский район,Иркутская,53,56.809662,60.582441,город Екатеринбург<br>Район: Ленинский район<br>Улица: Иркутская
10729,641.0,город Екатеринбург,Ленинский район,Предельная,33,56.764433,60.562878,город Екатеринбург<br>Район: Ленинский район<br>Улица: Предельная
10730,641.0,город Екатеринбург,Ленинский район,Московская,194,56.801783,60.593077,город Екатеринбург<br>Район: Ленинский район<br>Улица: Московская
10731,641.0,город Екатеринбург,Ленинский район,Академика Сахарова,29,56.77534,60.532727,город Екатеринбург<br>Район: Ленинский район<br>Улица: Академика Сахарова
10732,641.0,город Екатеринбург,Ленинский район,Фурманова,126,56.814141,60.587099,город Екатеринбург<br>Район: Ленинский район<br>Улица: Фурманова
10733,641.0,город Екатеринбург,Ленинский район,Декабристов,71,56.822781,60.609546,город Екатеринбург<br>Район: Ленинский район<br>Улица: Декабристов
10735,641.0,город Екатеринбург,Ленинский район,Радищева,6а,56.831283,60.598672,город Екатеринбург<br>Район: Ленинский район<br>Улица: Радищева
10736,641.0,город Екатеринбург,Ленинский район,Белинского,141а,56.810586,60.623305,город Екатеринбург<br>Район: Ленинский район<br>Улица: Белинского
10737,641.0,город Екатеринбург,Ленинский район,Академика Постовского,17а,56.79068,60.580001,город Екатеринбург<br>Район: Ленинский район<br>Улица: Академика Постовского
10738,641.0,город Екатеринбург,Ленинский район,Московская,225/3,56.809094,60.59463,город Екатеринбург<br>Район: Ленинский район<br>Улица: Московская
10739,641.0,город Екатеринбург,Ленинский район,Чкалова,258,56.7789,60.529886,город Екатеринбург<br>Район: Ленинский район<br>Улица: Чкалова
10740,641.0,город Екатеринбург,Ленинский район,Ленина,6Б,56.835684,60.58499,город Екатеринбург<br>Район: Ленинский район<br>Улица: Ленина
10742,641.0,город Екатеринбург,Ленинский район,Народной Воли,20Д,56.823305,60.597344,город Екатеринбург<br>Район: Ленинский район<br>Улица: Народной Воли
10744,641.0,город Екатеринбург,Ленинский район,Денисова-Уральского,12,56.797309,60.586401,город Екатеринбург<br>Район: Ленинский район<br>Улица: Денисова-Уральского
10745,641.0,город Екатеринбург,Ленинский район,Шейнкмана,119,56.819847,60.591504,город Екатеринбург<br>Район: Ленинский район<br>Улица: Шейнкмана
10746,641.0,город Екатеринбург,Ленинский район,Павла Шаманова,48А,56.791934,60.512028,город Екатеринбург<br>Район: Ленинский район<br>Улица: Павла Шаманова
10747,641.0,город Екатеринбург,Ленинский район,Машинная,1Б/3,56.813246,60.63193,город Екатеринбург<br>Район: Ленинский район<br>Улица: Машинная
10748,641.0,город Екатеринбург,Ленинский район,Малышева,42А,56.83352,60.598927,город Екатеринбург<br>Район: Ленинский район<br>Улица: Малышева
10749,641.0,город Екатеринбург,Ленинский район,Степана Разина,2,56.824246,60.606464,город Екатеринбург<br>Район: Ленинский район<br>Улица: Степана Разина
10750,641.0,город Екатеринбург,Ленинский район,Куйбышева,21,56.826121,60.590011,город Екатеринбург<br>Район: Ленинский район<br>Улица: Куйбышева
10751,641.0,город Екатеринбург,Ленинский район,Громова,140,56.800947,60.558565,город Екатеринбург<br>Район: Ленинский район<br>Улица: Громова
10752,641.0,город Екатеринбург,Ленинский район,Краснолесья,26,56.78409,60.544081,город Екатеринбург<br>Район: Ленинский район<br>Улица: Краснолесья
10753,641.0,город Екатеринбург,Ленинский район,Анатолия Мехренцева,1,56.791542,60.536973,город Екатеринбург<br>Район: Ленинский район<br>Улица: Анатолия Мехренцева
10754,641.0,город Екатеринбург,Ленинский район,Громова,142а,56.800706,60.556537,город Екатеринбург<br>Район: Ленинский район<br>Улица: Громова
10756,641.0,город Екатеринбург,Ленинский район,Хохрякова,104,56.824627,60.595343,город Екатеринбург<br>Район: Ленинский район<br>Улица: Хохрякова
10757,641.0,город Екатеринбург,Ленинский район,Щорса,68,56.809764,60.614773,город Екатеринбург<br>Район: Ленинский район<br>Улица: Щорса
10758,641.0,город Екатеринбург,Ленинский район,Щорса,56,56.810199,60.61914,город Екатеринбург<br>Район: Ленинский район<br>Улица: Щорса
10759,641.0,город Екатеринбург,Ленинский район,Щорса,18,56.811675,60.63415,город Екатеринбург<br>Район: Ленинский район<br>Улица: Щорса
10761,641.0,город Екатеринбург,Ленинский район,Горького,45,56.0,60.0,город Екатеринбург<br>Район: Ленинский район<br>Улица: Горького
10762,641.0,город Екатеринбург,Ленинский район,Гоголя,18,56.833567,60.609548,город Екатеринбург<br>Район: Ленинский район<br>Улица: Гоголя
10763,641.0,город Екатеринбург,Ленинский район,Добролюбова,16/2,56.0,60.0,город Екатеринбург<br>Район: Ленинский район<br>Улица: Добролюбова
10764,641.0,город Екатеринбург,Ленинский район,Вайнера,55Б,56.0,60.0,город Екатеринбург<br>Район: Ленинский район<br>Улица: Вайнера
10765,641.0,город Екатеринбург,Ленинский район,Предельная,57,56.0,60.0,город Екатеринбург<br>Район: Ленинский район<br>Улица: Предельная
10766,641.0,город Екатеринбург,Ленинский район,Щорса,94А,56.0,60.0,город Екатеринбург<br>Район: Ленинский район<br>Улица: Щорса
10767,641.0,город Екатеринбург,Ленинский район,Малышева,31Б,56.0,60.0,город Екатеринбург<br>Район: Ленинский район<br>Улица: Малышева
10768,641.0,город Екатеринбург,Ленинский район,Пушкина,12,56.0,60.0,город Екатеринбург<br>Район: Ленинский район<br>Улица: Пушкина
10769,641.0,город Екатеринбург,Ленинский район,Щорса,80А,56.0,60.0,город Екатеринбург<br>Район: Ленинский район<br>Улица: Щорса
10770,641.0,город Екатеринбург,Ленинский район,Машинная,1Б/1,56.0,60.0,город Екатеринбург<br>Район: Ленинский район<br>Улица: Машинная
10772,641.0,город Екатеринбург,Ленинский район,Банковский,10,56.0,60.0,город Екатеринбург<br>Район: Ленинский район<br>Улица: Банковский
10773,641.0,город Екатеринбург,Ленинский район,Разливная,50/4,56.0,60.0,город Екатеринбург<br>Район: Ленинский район<br>Улица: Разливная
10774,641.0,город Екатеринбург,Ленинский район,Городская 1А,,56.0,60.0,город Екатеринбург<br>Район: Ленинский район<br>Улица: Городская 1А
10775,641.0,город Екатеринбург,Ленинский район,Кольцевая,39,56.0,60.0,город Екатеринбург<br>Район: Ленинский район<br>Улица: Кольцевая
10776,641.0,город Екатеринбург,Ленинский район,Большакова,61,56.0,60.0,город Екатеринбург<br>Район: Ленинский район<br>Улица: Большакова
10777,641.0,город Екатеринбург,Ленинский район,Горького,65,56.0,60.0,город Екатеринбург<br>Район: Ленинский район<br>Улица: Горького
10778,641.0,город Екатеринбург,Ленинский район,Амундсена,103,56.0,60.0,город Екатеринбург<br>Район: Ленинский район<br>Улица: Амундсена
10779,641.0,город Екатеринбург,Ленинский район,Щорса,109,56.0,60.0,город Екатеринбург<br>Район: Ленинский район<br>Улица: Щорса
10780,641.0,город Екатеринбург,Ленинский район,Фурманова,62,56.0,60.0,город Екатеринбург<br>Район: Ленинский район<br>Улица: Фурманова
10781,641.0,город Екатеринбург,Ленинский район,Сурикова,47,56.0,60.0,город Екатеринбург<br>Район: Ленинский район<br>Улица: Сурикова
10782,641.0,город Екатеринбург,Ленинский район,Серова,8А,56.0,60.0,город Екатеринбург<br>Район: Ленинский район<br>Улица: Серова
10783,641.0,город Екатеринбург,Ленинский район,Шейнкмана,111,56.0,60.0,город Екатеринбург<br>Район: Ленинский район<br>Улица: Шейнкмана
10784,641.0,город Екатеринбург,Ленинский район,8 Марта,101,56.0,60.0,город Екатеринбург<br>Район: Ленинский район<br>Улица: 8 Марта
10785,641.0,город Екатеринбург,Ленинский район,Московская,217Б,56.0,60.0,город Екатеринбург<br>Район: Ленинский район<br>Улица: Московская
10786,641.0,город Екатеринбург,Ленинский район,Московская,200,56.0,60.0,город Екатеринбург<br>Район: Ленинский район<br>Улица: Московская
10787,641.0,город Екатеринбург,Ленинский район,Мостовая,55,56.0,60.0,город Екатеринбург<br>Район: Ленинский район<br>Улица: Мостовая
10788,641.0,город Екатеринбург,Ленинский район,Академика Бардина,34А,56.0,60.0,город Екатеринбург<br>Район: Ленинский район<br>Улица: Академика Бардина
10789,641.0,город Екатеринбург,Ленинский район,Пушкина,7Л,56.0,60.0,город Екатеринбург<br>Район: Ленинский район<br>Улица: Пушкина
10791,641.0,город Екатеринбург,Ленинский район,Куйбышева,12,56.0,60.0,город Екатеринбург<br>Район: Ленинский район<br>Улица: Куйбышева
10792,641.0,город Екатеринбург,Ленинский район,Фрунзе,67Б,56.0,60.0,город Екатеринбург<br>Район: Ленинский район<br>Улица: Фрунзе
10793,641.0,город Екатеринбург,Ленинский район,Академика Бардина,1,56.0,60.0,город Екатеринбург<br>Район: Ленинский район<br>Улица: Академика Бардина
10794,641.0,город Екатеринбург,Ленинский район,Добролюбова,2В,56.83352,60.602757,город Екатеринбург<br>Район: Ленинский район<br>Улица: Добролюбова
10795,641.0,город Екатеринбург,Ленинский район,Попова,24,56.0,60.0,город Екатеринбург<br>Район: Ленинский район<br>Улица: Попова
10796,641.0,город Екатеринбург,Ленинский район,Волгоградская,47А,56.0,60.0,город Екатеринбург<br>Район: Ленинский район<br>Улица: Волгоградская
10797,641.0,город Екатеринбург,Ленинский район,Амундсена,51А,56.0,60.0,город Екатеринбург<br>Район: Ленинский район<br>Улица: Амундсена
10798,641.0,город Екатеринбург,Ленинский район,Хохрякова,,56.0,60.0,город Екатеринбург<br>Район: Ленинский район<br>Улица: Хохрякова
10799,641.0,город Екатеринбург,Ленинский район,Шейнкмана,110А,56.0,60.0,город Екатеринбург<br>Район: Ленинский район<br>Улица: Шейнкмана
10800,641.0,город Екатеринбург,Ленинский район,Волгоградская,49А,56.804748,60.574822,город Екатеринбург<br>Район: Ленинский район<br>Улица: Волгоградская
10801,641.0,город Екатеринбург,Ленинский район,Фурманова,33,56.815631,60.612914,город Екатеринбург<br>Район: Ленинский район<br>Улица: Фурманова
10802,641.0,город Екатеринбург,Ленинский район,Сурикова,51,56.0,60.0,город Екатеринбург<br>Район: Ленинский район<br>Улица: Сурикова
10803,641.0,город Екатеринбург,Ленинский район,Ясная,31а,56.0,60.0,город Екатеринбург<br>Район: Ленинский район<br>Улица: Ясная
10804,641.0,город Екатеринбург,Ленинский район,С/о Янтарь,1,56.759893,60.498645,город Екатеринбург<br>Район: Ленинский район<br>Улица: С/о Янтарь
10805,641.0,город Екатеринбург,Ленинский район,Куйбышева,2,56.0,60.0,город Екатеринбург<br>Район: Ленинский район<br>Улица: Куйбышева
10806,641.0,город Екатеринбург,Ленинский район,Куйбышева,32А,56.0,60.0,город Екатеринбург<br>Район: Ленинский район<br>Улица: Куйбышева
10807,641.0,город Екатеринбург,Ленинский район,Шейнкмана,130,56.0,60.0,город Екатеринбург<br>Район: Ленинский район<br>Улица: Шейнкмана
10809,641.0,город Екатеринбург,Ленинский район,Серафимы Дерябиной,34,56.80823,60.5406,город Екатеринбург<br>Район: Ленинский район<br>Улица: Серафимы Дерябиной
10810,641.0,город Екатеринбург,Ленинский район,Радищева,20,56.830804,60.594654,город Екатеринбург<br>Район: Ленинский район<br>Улица: Радищева
10812,641.0,город Екатеринбург,Ленинский район,Переулок Центральный рынок,6,56.0,60.0,город Екатеринбург<br>Район: Ленинский район<br>Улица: Переулок Центральный рынок
10814,641.0,город Екатеринбург,Ленинский район,Горького,36,56.829513,60.608226,город Екатеринбург<br>Район: Ленинский район<br>Улица: Горького
10819,641.0,город Екатеринбург,Ленинский район,Толмачёва,6,56.836585,60.610908,город Екатеринбург<br>Район: Ленинский район<br>Улица: Толмачёва
10821,641.0,город Екатеринбург,Ленинский район,Степана Разина,71,56.0,60.0,город Екатеринбург<br>Район: Ленинский район<br>Улица: Степана Разина
10822,641.0,город Екатеринбург,Ленинский район,Радищева,4,56.83111,60.59919,город Екатеринбург<br>Район: Ленинский район<br>Улица: Радищева
10823,641.0,город Екатеринбург,Ленинский район,Амундсена,66,56.795671,60.574023,город Екатеринбург<br>Район: Ленинский район<br>Улица: Амундсена
10827,641.0,город Екатеринбург,Ленинский район,Щорса,30 А,56.810823,60.628625,город Екатеринбург<br>Район: Ленинский район<br>Улица: Щорса
10831,641.0,город Екатеринбург,Ленинский район,Академика Бардина,25/2,56.805015,60.559023,город Екатеринбург<br>Район: Ленинский район<br>Улица: Академика Бардина
10835,641.0,город Екатеринбург,Ленинский район,Академика Бардина,13/1,56.806728,60.554643,город Екатеринбург<br>Район: Ленинский район<br>Улица: Академика Бардина
10839,641.0,город Екатеринбург,Ленинский район,Академика Бардина,42 А,56.799958,60.576234,город Екатеринбург<br>Район: Ленинский район<br>Улица: Академика Бардина
10843,641.0,город Екатеринбург,Ленинский район,Московская,225/1,56.809241,60.5927,город Екатеринбург<br>Район: Ленинский район<br>Улица: Московская
10847,641.0,город Екатеринбург,Ленинский район,Громова,26,56.810955,60.572447,город Екатеринбург<br>Район: Ленинский район<br>Улица: Громова
10851,641.0,город Екатеринбург,Ленинский район,Белинского,122,56.0,60.0,город Екатеринбург<br>Район: Ленинский район<br>Улица: Белинского
10854,641.0,город Екатеринбург,Ленинский район,Розы Люксембург,32,56.0,60.0,город Екатеринбург<br>Район: Ленинский район<br>Улица: Розы Люксембург
10855,641.0,город Екатеринбург,Ленинский район,Горького,4а,56.0,60.0,город Екатеринбург<br>Район: Ленинский район<br>Улица: Горького
10856,641.0,город Екатеринбург,Ленинский район,Сакко и Ванцетти,62,56.0,60.0,город Екатеринбург<br>Район: Ленинский район<br>Улица: Сакко и Ванцетти
10857,641.0,город Екатеринбург,Ленинский район,Вайнера,9,56.0,60.0,город Екатеринбург<br>Район: Ленинский район<br>Улица: Вайнера
10858,641.0,город Екатеринбург,Ленинский район,Амундсена,63,56.0,60.0,город Екатеринбург<br>Район: Ленинский район<br>Улица: Амундсена
10859,641.0,город Екатеринбург,Ленинский район,Шейнкмана,30А,56.833417,60.584882,город Екатеринбург<br>Район: Ленинский район<br>Улица: Шейнкмана
10861,641.0,город Екатеринбург,Ленинский район,8 Марта,19,56.0,60.0,город Екатеринбург<br>Район: Ленинский район<br>Улица: 8 Марта
10864,641.0,город Екатеринбург,Ленинский район,Добролюбова,11,56.0,60.0,город Екатеринбург<br>Район: Ленинский район<br>Улица: Добролюбова
10866,641.0,город Екатеринбург,Ленинский район,Амундсена,106,56.0,60.0,город Екатеринбург<br>Район: Ленинский район<br>Улица: Амундсена
10868,641.0,город Екатеринбург,Ленинский район,Фрунзе,50,56.813875,60.610131,город Екатеринбург<br>Район: Ленинский район<br>Улица: Фрунзе
10870,641.0,город Екатеринбург,Ленинский район,Вайнера,38,56.831391,60.595986,город Екатеринбург<br>Район: Ленинский район<br>Улица: Вайнера
10871,641.0,город Екатеринбург,Ленинский район,Горького,39,56.834363,60.607619,город Екатеринбург<br>Район: Ленинский район<br>Улица: Горького
10872,641.0,город Екатеринбург,Ленинский район,Московская,219,56.809673,60.593101,город Екатеринбург<br>Район: Ленинский район<br>Улица: Московская
10875,641.0,город Екатеринбург,Ленинский район,Ясная,35,56.810148,60.567333,город Екатеринбург<br>Район: Ленинский район<br>Улица: Ясная
10878,641.0,город Екатеринбург,Ленинский район,Радищева,16,56.830554,60.595961,город Екатеринбург<br>Район: Ленинский район<br>Улица: Радищева
10879,641.0,город Екатеринбург,Ленинский район,8 Марта,120,56.8119,60.6073,город Екатеринбург<br>Район: Ленинский район<br>Улица: 8 Марта
10890,641.0,город Екатеринбург,Ленинский район,Мостовая,53,56.764742,60.547954,город Екатеринбург<br>Район: Ленинский район<br>Улица: Мостовая
10892,641.0,город Екатеринбург,Ленинский район,Радищева,33,56.82945,60.590454,город Екатеринбург<br>Район: Ленинский район<br>Улица: Радищева
10895,641.0,город Екатеринбург,Ленинский район,Чернышевского,7,56.832956,60.602515,город Екатеринбург<br>Район: Ленинский район<br>Улица: Чернышевского
10896,641.0,город Екатеринбург,Ленинский район,Амундсена,62,56.796769,60.578262,город Екатеринбург<br>Район: Ленинский район<br>Улица: Амундсена
10917,641.0,город Екатеринбург,Ленинский район,Белинского,152/1,56.812281,60.621585,город Екатеринбург<br>Район: Ленинский район<br>Улица: Белинского
10918,641.0,город Екатеринбург,Ленинский район,Академика Бардина,21А,56.803078,60.555513,город Екатеринбург<br>Район: Ленинский район<br>Улица: Академика Бардина
10923,641.0,город Екатеринбург,Ленинский район,Цвиллинга,1,56.816556,60.625451,город Екатеринбург<br>Район: Ленинский район<br>Улица: Цвиллинга
10924,641.0,город Екатеринбург,Ленинский район,Фрунзе,98,56.812142,60.594616,город Екатеринбург<br>Район: Ленинский район<br>Улица: Фрунзе
10925,641.0,город Екатеринбург,Ленинский район,Радищева,27,56.0,60.0,город Екатеринбург<br>Район: Ленинский район<br>Улица: Радищева
10927,641.0,город Екатеринбург,Ленинский район,Радищева,24,56.830633,60.58734,город Екатеринбург<br>Район: Ленинский район<br>Улица: Радищева
10929,641.0,город Екатеринбург,Ленинский район,Радищева,25,56.829797,60.593055,город Екатеринбург<br>Район: Ленинский район<br>Улица: Радищева
10931,641.0,город Екатеринбург,Ленинский район,Сакко и Ванцетти,99,56.831887,60.591445,город Екатеринбург<br>Район: Ленинский район<br>Улица: Сакко и Ванцетти
10933,641.0,город Екатеринбург,Ленинский район,Академика Вонсовского,15,56.780467,60.554012,город Екатеринбург<br>Район: Ленинский район<br>Улица: Академика Вонсовского
10935,641.0,город Екатеринбург,Ленинский район,Колокольная,1,56.787176,60.528988,город Екатеринбург<br>Район: Ленинский район<br>Улица: Колокольная
10936,641.0,город Екатеринбург,Ленинский район,Фрунзе,58,56.814166,60.606683,город Екатеринбург<br>Район: Ленинский район<br>Улица: Фрунзе
10938,641.0,город Екатеринбург,Ленинский район,Начдива Онуфриева,23,56.802127,60.544888,город Екатеринбург<br>Район: Ленинский район<br>Улица: Начдива Онуфриева
10939,641.0,город Екатеринбург,Ленинский район,8 Марта,26,56.831506,60.600085,город Екатеринбург<br>Район: Ленинский район<br>Улица: 8 Марта
10941,641.0,город Екатеринбург,Ленинский район,Московская,216-Б,56.474819,60.354272,город Екатеринбург<br>Район: Ленинский район<br>Улица: Московская
10942,641.0,город Екатеринбург,Ленинский район,Краснолесья,52,56.7849,60.5382,город Екатеринбург<br>Район: Ленинский район<br>Улица: Краснолесья
10944,641.0,город Екатеринбург,Ленинский район,Вайнера,40,56.831579,60.595257,город Екатеринбург<br>Район: Ленинский район<br>Улица: Вайнера
10952,641.0,город Екатеринбург,Ленинский район,8 Марта,82А,56.819332,60.603356,город Екатеринбург<br>Район: Ленинский район<br>Улица: 8 Марта
10956,641.0,город Екатеринбург,Ленинский район,Университетский,7-9,56.823974,60.602878,город Екатеринбург<br>Район: Ленинский район<br>Улица: Университетский
10958,641.0,город Екатеринбург,Ленинский район,Куйбышева/ Хохрякова,39/ 83,56.827118,60.596168,город Екатеринбург<br>Район: Ленинский район<br>Улица: Куйбышева/ Хохрякова
10960,641.0,город Екатеринбург,Ленинский район,Амундсена,137/1,56.767832,60.547598,город Екатеринбург<br>Район: Ленинский район<br>Улица: Амундсена
10961,641.0,город Екатеринбург,Ленинский район,Складской,4,56.7724,60.5525,город Екатеринбург<br>Район: Ленинский район<br>Улица: Складской
10962,641.0,город Екатеринбург,Ленинский район,Складской,4а,56.7722,60.5553,город Екатеринбург<br>Район: Ленинский район<br>Улица: Складской
10963,641.0,город Екатеринбург,Ленинский район,Академика Бардина,44,56.800721,60.575215,город Екатеринбург<br>Район: Ленинский район<br>Улица: Академика Бардина
10968,641.0,город Екатеринбург,Ленинский район,Гоголя/ К. Маркса,42/10,56.830249,60.610651,город Екатеринбург<br>Район: Ленинский район<br>Улица: Гоголя/ К. Маркса
10969,641.0,город Екатеринбург,Ленинский район,Малышева,43,56.8355,60.6109,город Екатеринбург<br>Район: Ленинский район<br>Улица: Малышева
10970,641.0,город Екатеринбург,Ленинский район,Горького,36,56.829517,60.608331,город Екатеринбург<br>Район: Ленинский район<br>Улица: Горького
10971,641.0,город Екатеринбург,Ленинский район,Радищева,1,56.830198,60.600455,город Екатеринбург<br>Район: Ленинский район<br>Улица: Радищева
10972,641.0,город Екатеринбург,Ленинский район,Краснолесья,125,56.792025,60.523084,город Екатеринбург<br>Район: Ленинский район<br>Улица: Краснолесья
10974,641.0,город Екатеринбург,Ленинский район,Ленина,38А,56.838488,60.610853,город Екатеринбург<br>Район: Ленинский район<br>Улица: Ленина
10975,641.0,город Екатеринбург,Ленинский район,8 Марта,64,56.824154,60.603587,город Екатеринбург<br>Район: Ленинский район<br>Улица: 8 Марта
