,Код,Наименование,Район,Улица,Дом,Широта,Долгота,text
17164,641.0,город Екатеринбург,Орджоникидзевский район,Аппаратная,,56.869038,60.670574,город Екатеринбург<br>Район: Орджоникидзевский район<br>Улица: Аппаратная
17165,641.0,город Екатеринбург,Орджоникидзевский район,Аппаратная,,56.869172,60.669664,город Екатеринбург<br>Район: Орджоникидзевский район<br>Улица: Аппаратная
17166,641.0,город Екатеринбург,Орджоникидзевский район,"КС ""Садовод №13""",,56.926683,60.587021,"город Екатеринбург<br>Район: Орджоникидзевский район<br>Улица: КС ""Садовод №13"""
17167,641.0,город Екатеринбург,Орджоникидзевский район,"Кс ""Садовод №22""",,56.932652,60.589105,"город Екатеринбург<br>Район: Орджоникидзевский район<br>Улица: Кс ""Садовод №22"""
17168,641.0,город Екатеринбург,Орджоникидзевский район,"Кс ""Садовод №22""",,56.930496,60.588767,"город Екатеринбург<br>Район: Орджоникидзевский район<br>Улица: Кс ""Садовод №22"""
17169,641.0,город Екатеринбург,Орджоникидзевский район,"Коллективный сад """"Медик-2"" СНТ Садовод",,56.930328,60.588052,"город Екатеринбург<br>Район: Орджоникидзевский район<br>Улица: Коллективный сад """"Медик-2"" СНТ Садовод"
17170,641.0,город Екатеринбург,Орджоникидзевский район,"Коллективный сад ""Ветеран""",,56.928132,60.587881,"город Екатеринбург<br>Район: Орджоникидзевский район<br>Улица: Коллективный сад ""Ветеран"""
17171,641.0,город Екатеринбург,Орджоникидзевский район,Коллективный сад №20,,56.928484,60.587797,город Екатеринбург<br>Район: Орджоникидзевский район<br>Улица: Коллективный сад №20
17172,641.0,город Екатеринбург,Орджоникидзевский район,Коллективный сад №12,,56.926566,60.587753,город Екатеринбург<br>Район: Орджоникидзевский район<br>Улица: Коллективный сад №12
17173,641.0,город Екатеринбург,Орджоникидзевский район,Коллективный сад №24,,56.925475,60.587552,город Екатеринбург<br>Район: Орджоникидзевский район<br>Улица: Коллективный сад №24
17174,641.0,город Екатеринбург,Орджоникидзевский район,Шефская,102,56.905314,60.622685,город Екатеринбург<br>Район: Орджоникидзевский район<br>Улица: Шефская
17176,641.0,город Екатеринбург,Орджоникидзевский район,Бакинских Комиссаров,68,56.907028,60.590975,город Екатеринбург<br>Район: Орджоникидзевский район<br>Улица: Бакинских Комиссаров
17177,641.0,город Екатеринбург,Орджоникидзевский район,Восстания,114А,56.908448,60.588818,город Екатеринбург<br>Район: Орджоникидзевский район<br>Улица: Восстания
17178,641.0,город Екатеринбург,Орджоникидзевский район,Восстания,101,56.908042,60.587141,город Екатеринбург<br>Район: Орджоникидзевский район<br>Улица: Восстания
17179,641.0,город Екатеринбург,Орджоникидзевский район,Бакинских Комиссаров,105,56.905437,60.586187,город Екатеринбург<br>Район: Орджоникидзевский район<br>Улица: Бакинских Комиссаров
17180,641.0,город Екатеринбург,Орджоникидзевский район,Окружное кладбище,,56.93737,60.648647,город Екатеринбург<br>Район: Орджоникидзевский район<br>Улица: Окружное кладбище
17182,641.0,город Екатеринбург,Орджоникидзевский район,Окружное кладбище,,56.937282,60.64936,город Екатеринбург<br>Район: Орджоникидзевский район<br>Улица: Окружное кладбище
17184,641.0,город Екатеринбург,Орджоникидзевский район,Окружное кладбище,,56.938288,60.649494,город Екатеринбург<br>Район: Орджоникидзевский район<br>Улица: Окружное кладбище
17186,641.0,город Екатеринбург,Орджоникидзевский район,Окружное кладбище,,56.936825,60.649741,город Екатеринбург<br>Район: Орджоникидзевский район<br>Улица: Окружное кладбище
17188,641.0,город Екатеринбург,Орджоникидзевский район,Окружное кладбище,,56.937159,60.649875,город Екатеринбург<br>Район: Орджоникидзевский район<br>Улица: Окружное кладбище
17190,641.0,город Екатеринбург,Орджоникидзевский район,Окружное кладбище,,56.938112,60.650218,город Екатеринбург<br>Район: Орджоникидзевский район<br>Улица: Окружное кладбище
17192,641.0,город Екатеринбург,Орджоникидзевский район,Окружное кладбище,,56.937065,60.650672,город Екатеринбург<br>Район: Орджоникидзевский район<br>Улица: Окружное кладбище
17194,641.0,город Екатеринбург,Орджоникидзевский район,Окружное кладбище,,56.936338,60.650506,город Екатеринбург<br>Район: Орджоникидзевский район<br>Улица: Окружное кладбище
17196,641.0,город Екатеринбург,Орджоникидзевский район,Окружное кладбище,,56.937059,60.650811,город Екатеринбург<br>Район: Орджоникидзевский район<br>Улица: Окружное кладбище
17198,641.0,город Екатеринбург,Орджоникидзевский район,Окружное кладбище,,56.937546,60.650983,город Екатеринбург<br>Район: Орджоникидзевский район<br>Улица: Окружное кладбище
17200,641.0,город Екатеринбург,Орджоникидзевский район,Окружное кладбище,,56.93801,60.651037,город Екатеринбург<br>Район: Орджоникидзевский район<br>Улица: Окружное кладбище
17202,641.0,город Екатеринбург,Орджоникидзевский район,Окружное кладбище,,56.938013,60.651165,город Екатеринбург<br>Район: Орджоникидзевский район<br>Улица: Окружное кладбище
17204,641.0,город Екатеринбург,Орджоникидзевский район,Окружное кладбище,,56.936571,60.651384,город Екатеринбург<br>Район: Орджоникидзевский район<br>Улица: Окружное кладбище
17206,641.0,город Екатеринбург,Орджоникидзевский район,Окружное кладбище,,56.936976,60.651551,город Екатеринбург<br>Район: Орджоникидзевский район<br>Улица: Окружное кладбище
17208,641.0,город Екатеринбург,Орджоникидзевский район,Окружное кладбище,,56.937911,60.651905,город Екатеринбург<br>Район: Орджоникидзевский район<br>Улица: Окружное кладбище
17210,641.0,город Екатеринбург,Орджоникидзевский район,Окружное кладбище,,56.936427,60.652981,город Екатеринбург<br>Район: Орджоникидзевский район<br>Улица: Окружное кладбище
17212,641.0,город Екатеринбург,Орджоникидзевский район,Окружное кладбище,,56.936471,60.652536,город Екатеринбург<br>Район: Орджоникидзевский район<br>Улица: Окружное кладбище
17214,641.0,город Екатеринбург,Орджоникидзевский район,Окружное кладбище,,56.937343,60.652573,город Екатеринбург<br>Район: Орджоникидзевский район<br>Улица: Окружное кладбище
17216,641.0,город Екатеринбург,Орджоникидзевский район,Окружное кладбище,,56.937337,60.652713,город Екатеринбург<br>Район: Орджоникидзевский район<br>Улица: Окружное кладбище
17218,641.0,город Екатеринбург,Орджоникидзевский район,Окружное кладбище,,56.937806,60.652788,город Екатеринбург<br>Район: Орджоникидзевский район<br>Улица: Окружное кладбище
17220,641.0,город Екатеринбург,Орджоникидзевский район,Окружное кладбище,,56.937789,60.652922,город Екатеринбург<br>Район: Орджоникидзевский район<br>Улица: Окружное кладбище
17222,641.0,город Екатеринбург,Орджоникидзевский район,Окружное кладбище,,56.937753,60.653764,город Екатеринбург<br>Район: Орджоникидзевский район<br>Улица: Окружное кладбище
17224,641.0,город Екатеринбург,Орджоникидзевский район,Окружное кладбище,,56.936308,60.654093,город Екатеринбург<br>Район: Орджоникидзевский район<br>Улица: Окружное кладбище
17226,641.0,город Екатеринбург,Орджоникидзевский район,Окружное кладбище,,56.937182,60.654447,город Екатеринбург<br>Район: Орджоникидзевский район<br>Улица: Окружное кладбище
17228,641.0,город Екатеринбург,Орджоникидзевский район,Окружное кладбище,,56.937654,60.654613,город Екатеринбург<br>Район: Орджоникидзевский район<br>Улица: Окружное кладбище
17230,641.0,город Екатеринбург,Орджоникидзевский район,Окружное кладбище,,56.93614,60.654785,город Екатеринбург<br>Район: Орджоникидзевский район<br>Улица: Окружное кладбище
17232,641.0,город Екатеринбург,Орджоникидзевский район,Окружное кладбище,,56.936618,60.655026,город Екатеринбург<br>Район: Орджоникидзевский район<br>Улица: Окружное кладбище
17234,641.0,город Екатеринбург,Орджоникидзевский район,Окружное кладбище,,56.93706,60.655304,город Екатеринбург<br>Район: Орджоникидзевский район<br>Улица: Окружное кладбище
17236,641.0,город Екатеринбург,Орджоникидзевский район,Окружное кладбище,,56.937479,60.65546,город Екатеринбург<br>Район: Орджоникидзевский район<br>Улица: Окружное кладбище
17238,641.0,город Екатеринбург,Орджоникидзевский район,Окружное кладбище,,56.936087,60.655655,город Екатеринбург<br>Район: Орджоникидзевский район<br>Улица: Окружное кладбище
17240,641.0,город Екатеринбург,Орджоникидзевский район,Окружное кладбище,,56.936494,60.655974,город Екатеринбург<br>Район: Орджоникидзевский район<br>Улица: Окружное кладбище
17242,641.0,город Екатеринбург,Орджоникидзевский район,Окружное кладбище,,56.936843,60.656935,город Екатеринбург<br>Район: Орджоникидзевский район<br>Улица: Окружное кладбище
17244,641.0,город Екатеринбург,Орджоникидзевский район,Окружное кладбище,,56.937019,60.656142,город Екатеринбург<br>Район: Орджоникидзевский район<br>Улица: Окружное кладбище
17246,641.0,город Екатеринбург,Орджоникидзевский район,Окружное кладбище,,56.937411,60.65632,город Екатеринбург<br>Район: Орджоникидзевский район<br>Улица: Окружное кладбище
17248,641.0,город Екатеринбург,Орджоникидзевский район,Окружное кладбище,,56.937654,60.656405,город Екатеринбург<br>Район: Орджоникидзевский район<br>Улица: Окружное кладбище
17250,641.0,город Екатеринбург,Орджоникидзевский район,Окружное кладбище,,56.938635,60.649642,город Екатеринбург<br>Район: Орджоникидзевский район<br>Улица: Окружное кладбище
17252,641.0,город Екатеринбург,Орджоникидзевский район,Окружное кладбище,,56.938641,60.650521,город Екатеринбург<br>Район: Орджоникидзевский район<br>Улица: Окружное кладбище
17254,641.0,город Екатеринбург,Орджоникидзевский район,Окружное кладбище,,56.93855,60.651342,город Екатеринбург<br>Район: Орджоникидзевский район<br>Улица: Окружное кладбище
17256,641.0,город Екатеринбург,Орджоникидзевский район,Окружное кладбище,,56.938442,60.652206,город Екатеринбург<br>Район: Орджоникидзевский район<br>Улица: Окружное кладбище
17258,641.0,город Екатеринбург,Орджоникидзевский район,Окружное кладбище,,56.938234,60.653912,город Екатеринбург<br>Район: Орджоникидзевский район<br>Улица: Окружное кладбище
17260,641.0,город Екатеринбург,Орджоникидзевский район,Окружное кладбище,,56.938137,60.654765,город Екатеринбург<br>Район: Орджоникидзевский район<br>Улица: Окружное кладбище
17262,641.0,город Екатеринбург,Орджоникидзевский район,Окружное кладбище,,56.937921,60.656685,город Екатеринбург<br>Район: Орджоникидзевский район<br>Улица: Окружное кладбище
17264,641.0,город Екатеринбург,Орджоникидзевский район,Фронтовых Бригад,2Б,56.877044,60.612457,город Екатеринбург<br>Район: Орджоникидзевский район<br>Улица: Фронтовых Бригад
17265,641.0,город Екатеринбург,Орджоникидзевский район,Учителей,38/3,56.871043,60.633561,город Екатеринбург<br>Район: Орджоникидзевский район<br>Улица: Учителей
17266,641.0,город Екатеринбург,Орджоникидзевский район,Турбинная,,56.873753,60.633008,город Екатеринбург<br>Район: Орджоникидзевский район<br>Улица: Турбинная
17267,641.0,город Екатеринбург,Орджоникидзевский район,Учителей,37,56.870719,60.632055,город Екатеринбург<br>Район: Орджоникидзевский район<br>Улица: Учителей
17268,641.0,город Екатеринбург,Орджоникидзевский район,Учителей,38Е,56.870661,60.638634,город Екатеринбург<br>Район: Орджоникидзевский район<br>Улица: Учителей
17269,641.0,город Екатеринбург,Орджоникидзевский район,Учителей,38Е,56.871833,60.637222,город Екатеринбург<br>Район: Орджоникидзевский район<br>Улица: Учителей
17270,641.0,город Екатеринбург,Орджоникидзевский район,Учителей,38А,56.871222,60.637776,город Екатеринбург<br>Район: Орджоникидзевский район<br>Улица: Учителей
17271,641.0,город Екатеринбург,Орджоникидзевский район,Учителей,,56.872219,60.637465,город Екатеринбург<br>Район: Орджоникидзевский район<br>Улица: Учителей
17272,641.0,город Екатеринбург,Орджоникидзевский район,Турбинная,41Б,56.874449,60.628504,город Екатеринбург<br>Район: Орджоникидзевский район<br>Улица: Турбинная
17273,641.0,город Екатеринбург,Орджоникидзевский район,Турбинная,41,56.874481,60.628173,город Екатеринбург<br>Район: Орджоникидзевский район<br>Улица: Турбинная
17274,641.0,город Екатеринбург,Орджоникидзевский район,Турбинная,4,56.875515,60.618349,город Екатеринбург<br>Район: Орджоникидзевский район<br>Улица: Турбинная
17275,641.0,город Екатеринбург,Орджоникидзевский район,Шефская,116,56.912339,60.621092,город Екатеринбург<br>Район: Орджоникидзевский район<br>Улица: Шефская
17276,641.0,город Екатеринбург,Орджоникидзевский район,Шефская,111,56.913512,60.616897,город Екатеринбург<br>Район: Орджоникидзевский район<br>Улица: Шефская
17278,641.0,город Екатеринбург,Орджоникидзевский район,Шефская,115,56.914213,60.613106,город Екатеринбург<br>Район: Орджоникидзевский район<br>Улица: Шефская
17279,641.0,город Екатеринбург,Орджоникидзевский район,Северное кладбище,,56.914341,60.588208,город Екатеринбург<br>Район: Орджоникидзевский район<br>Улица: Северное кладбище
17281,641.0,город Екатеринбург,Орджоникидзевский район,Восточное кладбище,,56.877173,60.658387,город Екатеринбург<br>Район: Орджоникидзевский район<br>Улица: Восточное кладбище
17283,641.0,город Екатеринбург,Орджоникидзевский район,Восточное кладбище,,56.877565,60.659432,город Екатеринбург<br>Район: Орджоникидзевский район<br>Улица: Восточное кладбище
17285,641.0,город Екатеринбург,Орджоникидзевский район,Восточное кладбище,,56.878504,60.658902,город Екатеринбург<br>Район: Орджоникидзевский район<br>Улица: Восточное кладбище
17287,641.0,город Екатеринбург,Орджоникидзевский район,Восточное кладбище,,56.878617,60.659739,город Екатеринбург<br>Район: Орджоникидзевский район<br>Улица: Восточное кладбище
17289,641.0,город Екатеринбург,Орджоникидзевский район,Восточное кладбище,,56.87904,60.659796,город Екатеринбург<br>Район: Орджоникидзевский район<br>Улица: Восточное кладбище
17291,641.0,город Екатеринбург,Орджоникидзевский район,Восточное кладбище,,56.879297,60.659996,город Екатеринбург<br>Район: Орджоникидзевский район<br>Улица: Восточное кладбище
17293,641.0,город Екатеринбург,Орджоникидзевский район,Восточное кладбище,,56.879348,60.660821,город Екатеринбург<br>Район: Орджоникидзевский район<br>Улица: Восточное кладбище
17295,641.0,город Екатеринбург,Орджоникидзевский район,Восточное кладбище,,56.879267,60.661666,город Екатеринбург<br>Район: Орджоникидзевский район<br>Улица: Восточное кладбище
17297,641.0,город Екатеринбург,Орджоникидзевский район,Восточное кладбище,,56.88129,60.666427,город Екатеринбург<br>Район: Орджоникидзевский район<br>Улица: Восточное кладбище
17299,641.0,город Екатеринбург,Орджоникидзевский район,Восточное кладбище,,56.880384,60.665769,город Екатеринбург<br>Район: Орджоникидзевский район<br>Улица: Восточное кладбище
17301,641.0,город Екатеринбург,Орджоникидзевский район,Восточное кладбище,,56.880481,60.665537,город Екатеринбург<br>Район: Орджоникидзевский район<br>Улица: Восточное кладбище
17303,641.0,город Екатеринбург,Орджоникидзевский район,Восточное кладбище,,56.880713,60.664072,город Екатеринбург<br>Район: Орджоникидзевский район<br>Улица: Восточное кладбище
17305,641.0,город Екатеринбург,Орджоникидзевский район,Восточное кладбище,,56.879966,60.664586,город Екатеринбург<br>Район: Орджоникидзевский район<br>Улица: Восточное кладбище
17307,641.0,город Екатеринбург,Орджоникидзевский район,Восточное кладбище,,56.88001,60.663177,город Екатеринбург<br>Район: Орджоникидзевский район<br>Улица: Восточное кладбище
17309,641.0,город Екатеринбург,Орджоникидзевский район,Восточное кладбище,,56.879842,60.662367,город Екатеринбург<br>Район: Орджоникидзевский район<br>Улица: Восточное кладбище
17311,641.0,город Екатеринбург,Орджоникидзевский район,Восточное кладбище,,56.881652,60.668151,город Екатеринбург<br>Район: Орджоникидзевский район<br>Улица: Восточное кладбище
17313,641.0,город Екатеринбург,Орджоникидзевский район,Восточное кладбище,,56.88246,60.663891,город Екатеринбург<br>Район: Орджоникидзевский район<br>Улица: Восточное кладбище
17315,641.0,город Екатеринбург,Орджоникидзевский район,Восточное кладбище,,56.882462,60.663119,город Екатеринбург<br>Район: Орджоникидзевский район<br>Улица: Восточное кладбище
17317,641.0,город Екатеринбург,Орджоникидзевский район,Восточное кладбище,,56.882092,60.663046,город Екатеринбург<br>Район: Орджоникидзевский район<br>Улица: Восточное кладбище
17319,641.0,город Екатеринбург,Орджоникидзевский район,Восточное кладбище,,56.880834,60.66276,город Екатеринбург<br>Район: Орджоникидзевский район<br>Улица: Восточное кладбище
17321,641.0,город Екатеринбург,Орджоникидзевский район,Восточное кладбище,,56.881295,60.66276,город Екатеринбург<br>Район: Орджоникидзевский район<br>Улица: Восточное кладбище
17323,641.0,город Екатеринбург,Орджоникидзевский район,Восточное кладбище,,56.881798,60.662768,город Екатеринбург<br>Район: Орджоникидзевский район<br>Улица: Восточное кладбище
17325,641.0,город Екатеринбург,Орджоникидзевский район,Восточное кладбище,,56.881944,60.661749,город Екатеринбург<br>Район: Орджоникидзевский район<br>Улица: Восточное кладбище
17327,641.0,город Екатеринбург,Орджоникидзевский район,Восточное кладбище,,56.88077,60.661374,город Екатеринбург<br>Район: Орджоникидзевский район<br>Улица: Восточное кладбище
17329,641.0,город Екатеринбург,Орджоникидзевский район,Восточное кладбище,,56.880847,60.659962,город Екатеринбург<br>Район: Орджоникидзевский район<br>Улица: Восточное кладбище
17331,641.0,город Екатеринбург,Орджоникидзевский район,Восточное кладбище,,56.877634,60.657421,город Екатеринбург<br>Район: Орджоникидзевский район<br>Улица: Восточное кладбище
17333,641.0,город Екатеринбург,Орджоникидзевский район,Восточное кладбище,,56.880424,60.657699,город Екатеринбург<br>Район: Орджоникидзевский район<br>Улица: Восточное кладбище
17335,641.0,город Екатеринбург,Орджоникидзевский район,Восточное кладбище,,56.879698,60.657619,город Екатеринбург<br>Район: Орджоникидзевский район<br>Улица: Восточное кладбище
17337,641.0,город Екатеринбург,Орджоникидзевский район,Восточное кладбище,,56.879232,60.65751,город Екатеринбург<br>Район: Орджоникидзевский район<br>Улица: Восточное кладбище
17339,641.0,город Екатеринбург,Орджоникидзевский район,Восточное кладбище,,56.878865,60.657411,город Екатеринбург<br>Район: Орджоникидзевский район<br>Улица: Восточное кладбище
17341,641.0,город Екатеринбург,Орджоникидзевский район,Восточное кладбище,,56.879327,60.654567,город Екатеринбург<br>Район: Орджоникидзевский район<br>Улица: Восточное кладбище
17343,641.0,город Екатеринбург,Орджоникидзевский район,Восточное кладбище,,56.878988,60.653798,город Екатеринбург<br>Район: Орджоникидзевский район<br>Улица: Восточное кладбище
17345,641.0,город Екатеринбург,Орджоникидзевский район,Восточное кладбище,,56.87793,60.654155,город Екатеринбург<br>Район: Орджоникидзевский район<br>Улица: Восточное кладбище
17347,641.0,город Екатеринбург,Орджоникидзевский район,Восточное кладбище,,56.877387,60.655068,город Екатеринбург<br>Район: Орджоникидзевский район<br>Улица: Восточное кладбище
17349,641.0,город Екатеринбург,Орджоникидзевский район,Восточное кладбище,,56.877212,60.655275,город Екатеринбург<br>Район: Орджоникидзевский район<br>Улица: Восточное кладбище
17351,641.0,город Екатеринбург,Орджоникидзевский район,Восточное кладбище,,56.876734,60.656317,город Екатеринбург<br>Район: Орджоникидзевский район<br>Улица: Восточное кладбище
17353,641.0,город Екатеринбург,Орджоникидзевский район,Верхний переулок,137,56.879534,60.557074,город Екатеринбург<br>Район: Орджоникидзевский район<br>Улица: Верхний переулок
17355,641.0,город Екатеринбург,Орджоникидзевский район,Боткинская,109,56.881587,60.552806,город Екатеринбург<br>Район: Орджоникидзевский район<br>Улица: Боткинская
17356,641.0,город Екатеринбург,Орджоникидзевский район,Черниговский переулок,35а,56.889245,60.563241,город Екатеринбург<br>Район: Орджоникидзевский район<br>Улица: Черниговский переулок
17357,641.0,город Екатеринбург,Орджоникидзевский район,22 Партсъезда,50,56.892288,60.563668,город Екатеринбург<br>Район: Орджоникидзевский район<br>Улица: 22 Партсъезда
17359,641.0,город Екатеринбург,Орджоникидзевский район,Тверской переулок,23,56.89156,60.567446,город Екатеринбург<br>Район: Орджоникидзевский район<br>Улица: Тверской переулок
17360,641.0,город Екатеринбург,Орджоникидзевский район,Тверской переулок,24/46,56.891639,60.567841,город Екатеринбург<br>Район: Орджоникидзевский район<br>Улица: Тверской переулок
17361,641.0,город Екатеринбург,Орджоникидзевский район,Тверской переулок,21,56.891849,60.567805,город Екатеринбург<br>Район: Орджоникидзевский район<br>Улица: Тверской переулок
17362,641.0,город Екатеринбург,Орджоникидзевский район,Тверской переулок,17,56.892118,60.568195,город Екатеринбург<br>Район: Орджоникидзевский район<br>Улица: Тверской переулок
17363,641.0,город Екатеринбург,Орджоникидзевский район,Донбасская,1,56.892375,60.569236,город Екатеринбург<br>Район: Орджоникидзевский район<br>Улица: Донбасская
17364,641.0,город Екатеринбург,Орджоникидзевский район,Космонавтов,136,56.927684,60.614273,город Екатеринбург<br>Район: Орджоникидзевский район<br>Улица: Космонавтов
17365,641.0,город Екатеринбург,Орджоникидзевский район,Космонавтов,142,56.928128,60.614394,город Екатеринбург<br>Район: Орджоникидзевский район<br>Улица: Космонавтов
17366,641.0,город Екатеринбург,Орджоникидзевский район,Лунная,13,56.958385,60.674867,город Екатеринбург<br>Район: Орджоникидзевский район<br>Улица: Лунная
17367,641.0,город Екатеринбург,Орджоникидзевский район,Сентябрьский переулок,,56.958821,60.673354,город Екатеринбург<br>Район: Орджоникидзевский район<br>Улица: Сентябрьский переулок
17368,641.0,город Екатеринбург,Орджоникидзевский район,Лунная,5А,56.959618,60.673815,город Екатеринбург<br>Район: Орджоникидзевский район<br>Улица: Лунная
17369,641.0,город Екатеринбург,Орджоникидзевский район,Верстовая,6,56.956508,60.679886,город Екатеринбург<br>Район: Орджоникидзевский район<br>Улица: Верстовая
17370,641.0,город Екатеринбург,Орджоникидзевский район,Верстовая,8,56.956967,60.680492,город Екатеринбург<br>Район: Орджоникидзевский район<br>Улица: Верстовая
17371,641.0,город Екатеринбург,Орджоникидзевский район,Сибирка,28,56.957022,60.680862,город Екатеринбург<br>Район: Орджоникидзевский район<br>Улица: Сибирка
17372,641.0,город Екатеринбург,Орджоникидзевский район,Глинная,7,56.955392,60.671001,город Екатеринбург<br>Район: Орджоникидзевский район<br>Улица: Глинная
17373,641.0,город Екатеринбург,Орджоникидзевский район,Валимхаматова,36/1,56.955833,60.667136,город Екатеринбург<br>Район: Орджоникидзевский район<br>Улица: Валимхаматова
17374,641.0,город Екатеринбург,Орджоникидзевский район,Культуры,44,56.89259,60.574454,город Екатеринбург<br>Район: Орджоникидзевский район<br>Улица: Культуры
17376,641.0,город Екатеринбург,Орджоникидзевский район,Космонавтов,104,56.913204,60.61239,город Екатеринбург<br>Район: Орджоникидзевский район<br>Улица: Космонавтов
17378,641.0,город Екатеринбург,Орджоникидзевский район,Коммунистическая,30/1,56.913031,60.589422,город Екатеринбург<br>Район: Орджоникидзевский район<br>Улица: Коммунистическая
17380,641.0,город Екатеринбург,Орджоникидзевский район,Северное кладбище,,56.914826,60.590336,город Екатеринбург<br>Район: Орджоникидзевский район<br>Улица: Северное кладбище
17382,641.0,город Екатеринбург,Орджоникидзевский район,Северное кладбище,,56.91611,60.590833,город Екатеринбург<br>Район: Орджоникидзевский район<br>Улица: Северное кладбище
17384,641.0,город Екатеринбург,Орджоникидзевский район,Северное кладбище,,56.91475,60.59187,город Екатеринбург<br>Район: Орджоникидзевский район<br>Улица: Северное кладбище
17386,641.0,город Екатеринбург,Орджоникидзевский район,Северное кладбище,,56.914568,60.593288,город Екатеринбург<br>Район: Орджоникидзевский район<br>Улица: Северное кладбище
17388,641.0,город Екатеринбург,Орджоникидзевский район,Северное кладбище,,56.915789,60.593855,город Екатеринбург<br>Район: Орджоникидзевский район<br>Улица: Северное кладбище
17390,641.0,город Екатеринбург,Орджоникидзевский район,Северное кладбище,,56.916815,60.593944,город Екатеринбург<br>Район: Орджоникидзевский район<br>Улица: Северное кладбище
17392,641.0,город Екатеринбург,Орджоникидзевский район,Северное кладбище,,56.916935,60.595512,город Екатеринбург<br>Район: Орджоникидзевский район<br>Улица: Северное кладбище
17394,641.0,город Екатеринбург,Орджоникидзевский район,Северное кладбище,,56.919055,60.595383,город Екатеринбург<br>Район: Орджоникидзевский район<br>Улица: Северное кладбище
17396,641.0,город Екатеринбург,Орджоникидзевский район,Северное кладбище,,56.920557,60.595757,город Екатеринбург<br>Район: Орджоникидзевский район<br>Улица: Северное кладбище
17398,641.0,город Екатеринбург,Орджоникидзевский район,Северное кладбище,,56.922087,60.595616,город Екатеринбург<br>Район: Орджоникидзевский район<br>Улица: Северное кладбище
17400,641.0,город Екатеринбург,Орджоникидзевский район,Северное кладбище,,56.92325,60.593441,город Екатеринбург<br>Район: Орджоникидзевский район<br>Улица: Северное кладбище
17402,641.0,город Екатеринбург,Орджоникидзевский район,Северное кладбище,,56.921782,60.593203,город Екатеринбург<br>Район: Орджоникидзевский район<br>Улица: Северное кладбище
17404,641.0,город Екатеринбург,Орджоникидзевский район,Северное кладбище,,56.922424,60.591314,город Екатеринбург<br>Район: Орджоникидзевский район<br>Улица: Северное кладбище
17406,641.0,город Екатеринбург,Орджоникидзевский район,Северное кладбище,,56.921714,60.591149,город Екатеринбург<br>Район: Орджоникидзевский район<br>Улица: Северное кладбище
17408,641.0,город Екатеринбург,Орджоникидзевский район,Северное кладбище,,56.920409,60.592148,город Екатеринбург<br>Район: Орджоникидзевский район<br>Улица: Северное кладбище
17410,641.0,город Екатеринбург,Орджоникидзевский район,Северное кладбище,,56.919307,60.591947,город Екатеринбург<br>Район: Орджоникидзевский район<br>Улица: Северное кладбище
17412,641.0,город Екатеринбург,Орджоникидзевский район,Северное кладбище,,56.916983,60.591294,город Екатеринбург<br>Район: Орджоникидзевский район<br>Улица: Северное кладбище
17414,641.0,город Екатеринбург,Орджоникидзевский район,Северное кладбище,,56.914873,60.590663,город Екатеринбург<br>Район: Орджоникидзевский район<br>Улица: Северное кладбище
17416,641.0,город Екатеринбург,Орджоникидзевский район,Северное кладбище,,56.91386,60.590349,город Екатеринбург<br>Район: Орджоникидзевский район<br>Улица: Северное кладбище
17418,641.0,город Екатеринбург,Орджоникидзевский район,Северное кладбище,,56.914925,60.592331,город Екатеринбург<br>Район: Орджоникидзевский район<br>Улица: Северное кладбище
17420,641.0,город Екатеринбург,Орджоникидзевский район,Коммунистическая,139,56.915129,60.577423,город Екатеринбург<br>Район: Орджоникидзевский район<br>Улица: Коммунистическая
17421,641.0,город Екатеринбург,Орджоникидзевский район,Шефская,122,56.914528,60.614722,город Екатеринбург<br>Район: Орджоникидзевский район<br>Улица: Шефская
17422,641.0,город Екатеринбург,Орджоникидзевский район,Шефская,114А,56.910974,60.620456,город Екатеринбург<br>Район: Орджоникидзевский район<br>Улица: Шефская
17423,641.0,город Екатеринбург,Орджоникидзевский район,Совхозная,1,56.909247,60.620703,город Екатеринбург<br>Район: Орджоникидзевский район<br>Улица: Совхозная
17424,641.0,город Екатеринбург,Орджоникидзевский район,Совхозная,18А,56.91185,60.630606,город Екатеринбург<br>Район: Орджоникидзевский район<br>Улица: Совхозная
